"","fid","2.sell.place.name","2.sell.place.ward","2.sell.place.district","6.buy.place.name","6.buy.place.ward","6.buy.place.district","2.sell.place.ward.final","2.sell.place.district.final","2.sell.place.region.final","acceptAll.final.x","6.buy.place.ward.final","6.buy.place.district.final","6.buy.place.region.final","acceptAll.final.y"
"1357",1154926,"mbenja","iragua","ulanga",NA,NA,NA,"iragua","ulanga.dc","morogoro","acceptWDR0",NA,NA,NA,NA
"1358",1154927,"magereza.mikochi.nyumbani","iragua","ulanga","magereza.mikochi.nyumbani","iragua","ulanga","iragua","ulanga.dc","morogoro","acceptWDR0","iragua","ulanga.dc","morogoro","acceptWDR0"
"1359",1154928,NA,NA,NA,"nakafulu.nyumbani","lupiro","ulanga",NA,NA,NA,NA,"lupiro","ulanga.dc","morogoro","acceptWDR0"
"1360",1154929,"mavimba.itobanilo","milola","ulanga",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"1361",1154930,NA,NA,NA,"kidugalo.nyumbani","iragua","ulanga",NA,NA,NA,NA,"iragua","ulanga.dc","morogoro","acceptWDR0"
"1362",1154931,"kijiji.cha.iragua.london","iragua","ulanga","iragua.london","iragua","ulanga","iragua","ulanga.dc","morogoro","acceptWDR0","iragua","ulanga.dc","morogoro","acceptWDR0"
"1363",1154932,"kijiji.cha.iragua.mission.nyumbani","iragua","ulanga","iragua.mission.nyumbani","iragua","ulanga","iragua","ulanga.dc","morogoro","acceptWDR0","iragua","ulanga.dc","morogoro","acceptWDR0"
"1364",1154933,NA,NA,NA,"kijiji.cha.kidugalo.kipingu.nyumbani","iragua","ulanga",NA,NA,NA,NA,"iragua","ulanga.dc","morogoro","acceptWDR0"
"1365",1155040,NA,NA,NA,"kipingu.kidugalo","iragua","ulanga",NA,NA,NA,NA,"iragua","ulanga.dc","morogoro","acceptWDR0"
"1366",1155041,"mbenja","iragua","ulanga",NA,NA,NA,"iragua","ulanga.dc","morogoro","acceptWDR0",NA,NA,NA,NA
"1367",1155042,"mbenja","iragua","ulanga","kidagulo","iragua","ulanga","iragua","ulanga.dc","morogoro","acceptWDR0","iragua","ulanga.dc","morogoro","acceptWDR0"
"1368",1155043,NA,NA,NA,"mbenja","iragua","ulanga",NA,NA,NA,NA,"iragua","ulanga.dc","morogoro","acceptWDR0"
"1369",1155044,"mbenja","iragua","ulanga",NA,NA,NA,"iragua","ulanga.dc","morogoro","acceptWDR0",NA,NA,NA,NA
"1370",1155045,"mbenja","iragua","ulanga",NA,NA,NA,"iragua","ulanga.dc","morogoro","acceptWDR0",NA,NA,NA,NA
"1371",1155046,"mbenja","iragua","ulanga",NA,NA,NA,"iragua","ulanga.dc","morogoro","acceptWDR0",NA,NA,NA,NA
"1372",1155047,"lupiro","lupiro","ulanga",NA,NA,NA,"lupiro","ulanga.dc","morogoro","acceptWDR0",NA,NA,NA,NA
"1373",1155048,NA,NA,NA,"msalaka","iragua","ulanga",NA,NA,NA,NA,"iragua","ulanga.dc","morogoro","acceptWDR0"
"1374",1155170,NA,NA,NA,"kidugalo","iragua","ulanga",NA,NA,NA,NA,"iragua","ulanga.dc","morogoro","acceptWDR0"
"1375",1155171,NA,NA,NA,"namhanga","iragua","ulanga",NA,NA,NA,NA,"iragua","ulanga.dc","morogoro","acceptWDR0"
"1376",1155172,NA,NA,NA,"namhanga","iragua","ulanga",NA,NA,NA,NA,"iragua","ulanga.dc","morogoro","acceptWDR0"
"1377",1155173,NA,NA,NA,"iragua.mission","iragua","ulanga",NA,NA,NA,NA,"iragua","ulanga.dc","morogoro","acceptWDR0"
"1378",1155174,"iragua","iragua","ulanga","iragua","iragua","ulanga","iragua","ulanga.dc","morogoro","acceptWDR0","iragua","ulanga.dc","morogoro","acceptWDR0"
"1379",1155175,"nakafulu","iragua","ulanga",NA,NA,NA,"iragua","ulanga.dc","morogoro","acceptWDR0",NA,NA,NA,NA
"1380",1155176,NA,NA,NA,"nakafulu","iragua","ulanga",NA,NA,NA,NA,"iragua","ulanga.dc","morogoro","acceptWDR0"
"1381",1155177,NA,NA,NA,"msalaka","iragua","ulanga",NA,NA,NA,NA,"iragua","ulanga.dc","morogoro","acceptWDR0"
"1382",1155179,NA,NA,NA,"iragua","iragua","ulanga",NA,NA,NA,NA,"iragua","ulanga.dc","morogoro","acceptWDR0"
"1383",1155272,NA,NA,NA,"isunura","igava","mbarali",NA,NA,NA,NA,"igava","mbarali.dc","mbeya","acceptWDR0"
"1384",1155273,"mwanavala","imalilosongwe","mbarali",NA,NA,NA,"imalilosongwe","mbarali.dc","mbeya","acceptWDR0",NA,NA,NA,NA
"1385",1155274,"imalilosongwe","imalilosongwe","mbarali","ilembula","ilembula","wanging.ombe","imalilosongwe","mbarali.dc","mbeya","acceptWDR0","ilembula","wanging.ombe.dc","njombe","acceptWDR0"
"1386",1155275,"imalilosongwe","imalilosongwe","mbarali","rujewa","rujewa","mbarali","imalilosongwe","mbarali.dc","mbeya","acceptWDR0","rujewa","mbarali.dc","mbeya","acceptWDR0"
"1387",1155276,"imalilosongwe","imalilosongwe","mbarali",NA,NA,NA,"imalilosongwe","mbarali.dc","mbeya","acceptWDR0",NA,NA,NA,NA
"1388",1155277,"imalilosongwe","imalilosongwe","mbarali",NA,NA,NA,"imalilosongwe","mbarali.dc","mbeya","acceptWDR0",NA,NA,NA,NA
"1389",1155278,"imalilosongwe","imalilosongwe","mbarali",NA,NA,NA,"imalilosongwe","mbarali.dc","mbeya","acceptWDR0",NA,NA,NA,NA
"1390",1155279,"nyeregete","rujewa","mbarali",NA,NA,NA,"rujewa","mbarali.dc","mbeya","acceptWDR0",NA,NA,NA,NA
"1391",1155280,"imalilosongwe","imalilosongwe","mbarali","rujewa","rujewa","mbarali","imalilosongwe","mbarali.dc","mbeya","acceptWDR0","rujewa","mbarali.dc","mbeya","acceptWDR0"
"1392",1155281,"nyeregete","rujewa","mbarali",NA,NA,NA,"rujewa","mbarali.dc","mbeya","acceptWDR0",NA,NA,NA,NA
"1393",1155282,"ibumila","imalilosongwe","mbarali",NA,NA,NA,"imalilosongwe","mbarali.dc","mbeya","acceptWDR0",NA,NA,NA,NA
"1394",1155283,"imalilosongwe","imalilosongwe","mbarali",NA,NA,NA,"imalilosongwe","mbarali.dc","mbeya","acceptWDR0",NA,NA,NA,NA
"1395",1155284,NA,NA,NA,"urunda","imalilosongwe","mbarali",NA,NA,NA,NA,"imalilosongwe","mbarali.dc","mbeya","acceptWDR0"
"1396",1155285,NA,NA,NA,"igunda","igava","mbarali",NA,NA,NA,NA,"igava","mbarali.dc","mbeya","acceptWDR0"
"1397",1155286,"imalilosongwe","imalilosongwe","mbarali",NA,NA,NA,"imalilosongwe","mbarali.dc","mbeya","acceptWDR0",NA,NA,NA,NA
"1398",1155287,"mwanavala","imalilosongwe","mbarali",NA,NA,NA,"imalilosongwe","mbarali.dc","mbeya","acceptWDR0",NA,NA,NA,NA
"1399",1155288,"walumba","imalilosongwe","mbarali",NA,NA,NA,"imalilosongwe","mbarali.dc","mbeya","acceptWDR0",NA,NA,NA,NA
"1400",1155289,"nyeregete","rujewa","mbarali",NA,NA,NA,"rujewa","mbarali.dc","mbeya","acceptWDR0",NA,NA,NA,NA
"1401",1155290,"imalilosongwe","imalilosongwe","mbarali",NA,NA,NA,"imalilosongwe","mbarali.dc","mbeya","acceptWDR0",NA,NA,NA,NA
"1402",1155291,"imalilosongwe","imalilosongwe","mbarali",NA,NA,NA,"imalilosongwe","mbarali.dc","mbeya","acceptWDR0",NA,NA,NA,NA
"1403",1155292,NA,NA,NA,"nyeregete","rujewa","mbarali",NA,NA,NA,NA,"rujewa","mbarali.dc","mbeya","acceptWDR0"
"1404",1155293,NA,NA,NA,"isunura","igava","mbarali",NA,NA,NA,NA,"igava","mbarali.dc","mbeya","acceptWDR0"
"1405",1155294,"imalilosongwe","imalilosongwe","mbarali",NA,NA,NA,"imalilosongwe","mbarali.dc","mbeya","acceptWDR0",NA,NA,NA,NA
"1406",1155295,NA,NA,NA,"rujewa","rujewa","mbarali",NA,NA,NA,NA,"rujewa","mbarali.dc","mbeya","acceptWDR0"
"1407",1155296,"iyala","luhanga","mbarali",NA,NA,NA,"luhanga","mbarali.dc","mbeya","acceptWDR0",NA,NA,NA,NA
"1408",1155297,NA,NA,NA,"imalilosongwe","imalilosongwe","mbarali",NA,NA,NA,NA,"imalilosongwe","mbarali.dc","mbeya","acceptWDR0"
"1409",1155298,"nyeregete","mawindi","mbarali","imalilosongwe","imalilosongwe","mbarali","mawindi","mbarali.dc","mbeya","acceptWDR0","imalilosongwe","mbarali.dc","mbeya","acceptWDR0"
"1410",1155299,"imalilosongwe","imalilosongwe","mbarali",NA,NA,NA,"imalilosongwe","mbarali.dc","mbeya","acceptWDR0",NA,NA,NA,NA
"1411",1155300,"ukwavila","mapogoro","mbarali",NA,NA,NA,"mapogoro","mbarali.dc","mbeya","acceptWDR0",NA,NA,NA,NA
"1412",1155301,"imalilosongwe","imalilosongwe","mbarali",NA,NA,NA,"imalilosongwe","mbarali.dc","mbeya","acceptWDR0",NA,NA,NA,NA
"1413",1155302,"imalilosongwe","imalilosongwe","mbarali",NA,NA,NA,"imalilosongwe","mbarali.dc","mbeya","acceptWDR0",NA,NA,NA,NA
"1414",1155303,"rujewa","rujewa","mbarali",NA,NA,NA,"rujewa","mbarali.dc","mbeya","acceptWDR0",NA,NA,NA,NA
"1415",1155304,NA,NA,NA,"imalilosongwe","imalilosongwe","mbarali",NA,NA,NA,NA,"imalilosongwe","mbarali.dc","mbeya","acceptWDR0"
"1416",1155305,"warumba","imalilosongwe","mbarali",NA,NA,NA,"imalilosongwe","mbarali.dc","mbeya","acceptWDR0",NA,NA,NA,NA
"1417",1155306,NA,NA,NA,"mwanavala","imalilosongwe","mbarali",NA,NA,NA,NA,"imalilosongwe","mbarali.dc","mbeya","acceptWDR0"
"1418",1155307,"imalilosongwe","imalilosongwe","mbarali",NA,NA,NA,"imalilosongwe","mbarali.dc","mbeya","acceptWDR0",NA,NA,NA,NA
"1419",1155308,"urunda","imalilosongwe","mbarali",NA,NA,NA,"imalilosongwe","mbarali.dc","mbeya","acceptWDR0",NA,NA,NA,NA
"1420",1155309,NA,NA,NA,"mwanavala","imalilosongwe","mbarali",NA,NA,NA,NA,"imalilosongwe","mbarali.dc","mbeya","acceptWDR0"
"1421",1155310,"urunda","imalilo","mbarali",NA,NA,NA,"imalilosongwe","mbarali.dc","mbeya","acceptWDR2",NA,NA,NA,NA
"1422",1155311,"mwanavala","imalilosongwe","mbarali",NA,NA,NA,"imalilosongwe","mbarali.dc","mbeya","acceptWDR0",NA,NA,NA,NA
"1423",1155312,"ulunda","imalilosongwe","mbarali","rujewa","rujewa","mbarali","imalilosongwe","mbarali.dc","mbeya","acceptWDR0","rujewa","mbarali.dc","mbeya","acceptWDR0"
"1424",1155313,"imalilosongwe","imalilosongwe","mbarali","rujewa","rujewa","mbarali","imalilosongwe","mbarali.dc","mbeya","acceptWDR0","rujewa","mbarali.dc","mbeya","acceptWDR0"
"1425",1155314,"imalilosongwe","imalilosongwe","mbarali",NA,NA,NA,"imalilosongwe","mbarali.dc","mbeya","acceptWDR0",NA,NA,NA,NA
"1426",1155315,"irunda",NA,NA,"imalilosongwe","imalilosongwe",NA,NA,NA,NA,NA,NA,NA,NA,NA
"1427",1155316,"mwanavala","rujewa","mbarali",NA,NA,NA,"rujewa","mbarali.dc","mbeya","acceptWDR0",NA,NA,NA,NA
"1428",1155317,"mwanavala","imalilosongwe","mbarali","mwanavala","imalilosongwe","mbarali","imalilosongwe","mbarali.dc","mbeya","acceptWDR0","imalilosongwe","mbarali.dc","mbeya","acceptWDR0"
"1429",1155318,"mwanavala","imalilosongwe","mbarali",NA,NA,NA,"imalilosongwe","mbarali.dc","mbeya","acceptWDR0",NA,NA,NA,NA
"1430",1155319,NA,NA,NA,"kangaga","mawindi","mbarali",NA,NA,NA,NA,"mawindi","mbarali.dc","mbeya","acceptWDR0"
"1431",1155320,"nyeregete","rujewa","mbarali",NA,NA,NA,"rujewa","mbarali.dc","mbeya","acceptWDR0",NA,NA,NA,NA
"1432",1155321,"imalilosongwe","imalilasongwe","mbarali",NA,NA,NA,"imalilosongwe","mbarali.dc","mbeya","acceptWDR2",NA,NA,NA,NA
"1433",1155322,NA,NA,NA,"walumba","imalilosongwe","mbarali",NA,NA,NA,NA,"imalilosongwe","mbarali.dc","mbeya","acceptWDR0"
"1434",1155323,NA,NA,NA,"mongero","rujewa","mbarali",NA,NA,NA,NA,"rujewa","mbarali.dc","mbeya","acceptWDR0"
"1435",1155324,"imalilosongwe","imalilosongwe","mbarali",NA,NA,NA,"imalilosongwe","mbarali.dc","mbeya","acceptWDR0",NA,NA,NA,NA
"1436",1155325,"imalilosongwe","imalilasongwe","mbarali",NA,NA,NA,"imalilosongwe","mbarali.dc","mbeya","acceptWDR2",NA,NA,NA,NA
"1437",1155326,"nyampoboro","imalilosongwe","mbarali",NA,NA,NA,"imalilosongwe","mbarali.dc","mbeya","acceptWDR0",NA,NA,NA,NA
"1438",1155327,"madawi","imalilosongwe","mbarali",NA,NA,NA,"imalilosongwe","mbarali.dc","mbeya","acceptWDR0",NA,NA,NA,NA
"1439",1155328,"mnazi","imalilosongwe","mbarali",NA,NA,NA,"imalilosongwe","mbarali.dc","mbeya","acceptWDR0",NA,NA,NA,NA
"1440",1155329,"ibumila","imalilosongwe","mbarali",NA,NA,NA,"imalilosongwe","mbarali.dc","mbeya","acceptWDR0",NA,NA,NA,NA
"1441",1155330,"rujewa","rujewa","mbarali",NA,NA,NA,"rujewa","mbarali.dc","mbeya","acceptWDR0",NA,NA,NA,NA
"1442",1155331,"ihanga.mwanavala","imalilosongwe","mbarali",NA,NA,NA,"imalilosongwe","mbarali.dc","mbeya","acceptWDR0",NA,NA,NA,NA
"1443",1155334,"mwanavala","imalilosongwe","mbarali",NA,NA,NA,"imalilosongwe","mbarali.dc","mbeya","acceptWDR0",NA,NA,NA,NA
"1444",1155335,NA,NA,NA,"mwanavala","imalilosongwe","mbarali",NA,NA,NA,NA,"imalilosongwe","mbarali.dc","mbeya","acceptWDR0"
"1445",1155336,NA,NA,NA,"mwanavala","imalilosongwe","mbarali",NA,NA,NA,NA,"imalilosongwe","mbarali.dc","mbeya","acceptWDR0"
"1446",1155337,"imalilosongwe","imalilosongwe","mbarali",NA,NA,NA,"imalilosongwe","mbarali.dc","mbeya","acceptWDR0",NA,NA,NA,NA
"1447",1155338,NA,NA,NA,"imalilosongwe","imalilosongwe","mbarali",NA,NA,NA,NA,"imalilosongwe","mbarali.dc","mbeya","acceptWDR0"
"1448",1155339,"urunda","imalilosongwe","mbarali","rujewa","imalilosongwe","mbarali","imalilosongwe","mbarali.dc","mbeya","acceptWDR0","imalilosongwe","mbarali.dc","mbeya","acceptWDR0"
"1449",1155340,"mwanavala","imalilosongwe","mbarali",NA,NA,NA,"imalilosongwe","mbarali.dc","mbeya","acceptWDR0",NA,NA,NA,NA
"1450",1155341,NA,NA,NA,"nyeregere","rujewa","mbarali",NA,NA,NA,NA,"rujewa","mbarali.dc","mbeya","acceptWDR0"
"1451",1155342,"rujewa","rujewa","mbarali","rujewa","rujewa","mbarali","rujewa","mbarali.dc","mbeya","acceptWDR0","rujewa","mbarali.dc","mbeya","acceptWDR0"
"1452",1155343,"imalilosongwe","imalilosongwe","mbarali",NA,NA,NA,"imalilosongwe","mbarali.dc","mbeya","acceptWDR0",NA,NA,NA,NA
"1453",1155344,"walumba","imalilosongwe","mbarali","walumba","imalilosongwe","mbarali","imalilosongwe","mbarali.dc","mbeya","acceptWDR0","imalilosongwe","mbarali.dc","mbeya","acceptWDR0"
"1454",1155345,NA,NA,NA,"walumba","imalilosongwe","mbarali",NA,NA,NA,NA,"imalilosongwe","mbarali.dc","mbeya","acceptWDR0"
"1455",1155346,NA,NA,NA,"ulunda","imalilosongwe","mbarali",NA,NA,NA,NA,"imalilosongwe","mbarali.dc","mbeya","acceptWDR0"
"1456",1155347,NA,NA,NA,"imalilosongwe","imalilosongwe","mbarali",NA,NA,NA,NA,"imalilosongwe","mbarali.dc","mbeya","acceptWDR0"
"1457",1155348,NA,NA,NA,"nyeregete","rujewa","mbarali",NA,NA,NA,NA,"rujewa","mbarali.dc","mbeya","acceptWDR0"
"1458",1155349,"imalilosongwe","imalilosongwe","mbarali","mogelo","rujewa","mbarali","imalilosongwe","mbarali.dc","mbeya","acceptWDR0","rujewa","mbarali.dc","mbeya","acceptWDR0"
"1459",1155350,"mogelo","rujewa","mbarali",NA,NA,NA,"rujewa","mbarali.dc","mbeya","acceptWDR0",NA,NA,NA,NA
"1460",1155351,NA,NA,NA,"ukwavila","mapogoro","mbarali",NA,NA,NA,NA,"mapogoro","mbarali.dc","mbeya","acceptWDR0"
"1461",1155456,"mbenja","iragua","ulanga",NA,NA,NA,"iragua","ulanga.dc","morogoro","acceptWDR0",NA,NA,NA,NA
"1462",1155457,"mbenja","iragua","ulanga",NA,NA,NA,"iragua","ulanga.dc","morogoro","acceptWDR0",NA,NA,NA,NA
"1463",1155458,"nakafulu","lupiro","ulanga","mbenja","iragua","ulanga","lupiro","ulanga.dc","morogoro","acceptWDR0","iragua","ulanga.dc","morogoro","acceptWDR0"
"1464",1155459,"mbenja","iragua","ulanga",NA,NA,NA,"iragua","ulanga.dc","morogoro","acceptWDR0",NA,NA,NA,NA
"1465",1155460,"msalaka.iragua","iragua","ulanga",NA,NA,NA,"iragua","ulanga.dc","morogoro","acceptWDR0",NA,NA,NA,NA
"1466",1155461,"mbenja","iragua","ulanga","kidugalo","iragua","ulanga","iragua","ulanga.dc","morogoro","acceptWDR0","iragua","ulanga.dc","morogoro","acceptWDR0"
"1467",1155462,"magereza","iragua","ulanga",NA,NA,NA,"iragua","ulanga.dc","morogoro","acceptWDR0",NA,NA,NA,NA
"1468",1155463,"kipingu","iragua","ulanga",NA,NA,NA,"iragua","ulanga.dc","morogoro","acceptWDR0",NA,NA,NA,NA
"1469",1155481,NA,NA,NA,"myula","myula","nkasi",NA,NA,NA,NA,"kate","nkasi.dc","rukwa","acceptHF0"
"1470",1155482,"katani","kandasi","nkasi",NA,NA,NA,"nkandasi","nkasi.dc","rukwa","acceptWDR2",NA,NA,NA,NA
"1471",1155483,"myula","myula","nkasi",NA,NA,NA,"kate","nkasi.dc","rukwa","acceptHF0",NA,NA,NA,NA
"1472",1155484,"mikukwe","kate","nkasi","sumabwanga","sumabwanga","sumabwanga","kate","nkasi.dc","rukwa","acceptWDR0",NA,NA,NA,NA
"1473",1155485,NA,NA,NA,"mtowisa","mtowisa","sumabwanga",NA,NA,NA,NA,"mtowisa","sumbawanga.dc","rukwa","acceptWDR0"
"1474",1155486,NA,NA,NA,"sontaukia.mtowisa","mtowisa","sumabwanga",NA,NA,NA,NA,"mtowisa","sumbawanga.dc","rukwa","acceptWDR0"
"1475",1155487,NA,NA,NA,"kabunde","mamba","mpimbwe",NA,NA,NA,NA,"mamba","mpimbwe.dc","katavi","acceptWDR0"
"1476",1155488,NA,NA,NA,"usevya","usevya","mpimbwe",NA,NA,NA,NA,"usevya","mpimbwe.dc","katavi","acceptWDR0"
"1477",1155489,"chonga","myula","nkasi",NA,NA,NA,"kate","nkasi.dc","rukwa","acceptHF0",NA,NA,NA,NA
"1478",1155490,"majengo","chala","nkasi",NA,NA,NA,"chala","nkasi.dc","rukwa","acceptWDR0",NA,NA,NA,NA
"1479",1155679,"igalula","itenka","nsimbo",NA,NA,NA,"itenka","nsimbo.dc","katavi","acceptWDR0",NA,NA,NA,NA
"1480",1155680,"gilabaji","itenka","nsimbo","mwamkulu","mwamkulu","nsimbo","itenka","nsimbo.dc","katavi","acceptWDR0",NA,NA,NA,NA
"1481",1155681,"majimoto","majimoto","mpimbwe","sebwesa","sibwesa","tanganyika","majimoto","mpimbwe.dc","katavi","acceptWDR0",NA,NA,NA,NA
"1482",1155682,"mwamkulu","mwamkulu","nsimbo",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"1483",1155683,"itenka","itenka","nsimbo",NA,NA,NA,"itenka","nsimbo.dc","katavi","acceptWDR0",NA,NA,NA,NA
"1484",1155684,"itenka","itenka","nsimbo",NA,NA,NA,"itenka","nsimbo.dc","katavi","acceptWDR0",NA,NA,NA,NA
"1485",1155686,"chenje","kate","nkasi",NA,NA,NA,"kate","nkasi.dc","rukwa","acceptWDR0",NA,NA,NA,NA
"1486",1155687,NA,NA,NA,"itenka","itenka","nsimbo",NA,NA,NA,NA,"itenka","nsimbo.dc","katavi","acceptWDR0"
"1487",1155688,NA,NA,NA,"dilibu","itenka","nsimbo",NA,NA,NA,NA,"itenka","nsimbo.dc","katavi","acceptWDR0"
"1488",1155689,"ibindi","ibindi","nsimbo",NA,NA,NA,"machimboni","nsimbo.dc","katavi","acceptHF0",NA,NA,NA,NA
"1489",1155690,"itenka","itenka","nsimbo","itenka","itenka","nsimbo","itenka","nsimbo.dc","katavi","acceptWDR0","itenka","nsimbo.dc","katavi","acceptWDR0"
"1490",1155691,"imilamate","itenka","nsimbo","milamate","itenka","nsimbo","itenka","nsimbo.dc","katavi","acceptWDR0","itenka","nsimbo.dc","katavi","acceptWDR0"
"1491",1155692,"itenka","itenka","nsimbo",NA,NA,NA,"itenka","nsimbo.dc","katavi","acceptWDR0",NA,NA,NA,NA
"1492",1155693,"sentalazaro","itenka","nsimbo",NA,NA,NA,"itenka","nsimbo.dc","katavi","acceptWDR0",NA,NA,NA,NA
"1493",1155697,"mkowe","mkowe","kalambo","ntuchi","ntuchi","nkasi","mkowe","kalambo.dc","rukwa","acceptWDR0","isale","nkasi.dc","rukwa","acceptHF0"
"1494",1155698,"sintali","kate","nkasi",NA,NA,NA,"kate","nkasi.dc","rukwa","acceptWDR0",NA,NA,NA,NA
"1495",1155699,"majimoto","majimoto","mpimbwe",NA,NA,NA,"majimoto","mpimbwe.dc","katavi","acceptWDR0",NA,NA,NA,NA
"1496",1155700,"ntuchi","ntuchi","namanyere",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"1497",1155701,"muze","muze","sumbawanga",NA,NA,NA,"muze","sumbawanga.dc","rukwa","acceptWDR0",NA,NA,NA,NA
"1498",1155702,"miyula","kate","namanyere",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"1499",1155703,NA,NA,NA,"minyula","kate","namanyere",NA,NA,NA,NA,NA,NA,NA,NA
"1500",1155704,"miyula","kate","namanyere","ntuchi","ntuchi","namanyere",NA,NA,NA,NA,NA,NA,NA,NA
"1501",1155705,"chala","chala","namanyere",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"1502",1155706,"kacheche","chala","nkasi",NA,NA,NA,"chala","nkasi.dc","rukwa","acceptWDR0",NA,NA,NA,NA
"1503",1155721,"mtandi","mtandi","masasi",NA,NA,NA,"mtandi","masasi.tc","mtwara","acceptWDR1",NA,NA,NA,NA
"1504",1155722,NA,NA,NA,"uwanja.wa.fisi","wapiwapi","masasi",NA,NA,NA,NA,NA,NA,NA,NA
"1505",1155723,"maneme","nanyumbu","nanyumbu",NA,NA,NA,"nanyumbu","nanyumbu.dc","mtwara","acceptWDR0",NA,NA,NA,NA
"1506",1155724,"mtandi","mtandi","masasi",NA,NA,NA,"mtandi","masasi.tc","mtwara","acceptWDR1",NA,NA,NA,NA
"1507",1155725,"mtandi","mtandi","masasi","uwanja.wa.fisi","wapiwapi","masasi","mtandi","masasi.tc","mtwara","acceptWDR1",NA,NA,NA,NA
"1508",1155726,NA,NA,NA,"uwanja.wa.fisi","wapiwapi","masasi",NA,NA,NA,NA,NA,NA,NA,NA
"1509",1155727,"mtandi","mtandi","masasi",NA,NA,NA,"mtandi","masasi.tc","mtwara","acceptWDR1",NA,NA,NA,NA
"1510",1155728,"pugu","pugu","dar.es.salaam","nanyumbu","nanyumbu","nanyumbu","pugu","ilala.mc","dar.es.salaam","acceptWDR1","nanyumbu","nanyumbu.dc","mtwara","acceptWDR0"
"1511",1155729,"newala","newala","newala","masasi","chanikanguo","masasi",NA,NA,NA,NA,NA,NA,NA,NA
"1512",1155730,"newala","newala","newala",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"1513",1155731,"chanikanguocha","chanikanguo","masasi",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"1514",1155732,"mtandi","mtandi","masasi",NA,NA,NA,"mtandi","masasi.tc","mtwara","acceptWDR1",NA,NA,NA,NA
"1515",1155733,NA,"chanikanguo","masasi",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"1516",1155734,"mtandi.b","mtandi","masasi",NA,NA,NA,"mtandi","masasi.tc","mtwara","acceptWDR1",NA,NA,NA,NA
"1517",1155735,"chanikanguo","chanikanguo","masasi",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"1518",1155736,"mtandi","mtandi","masasi",NA,NA,NA,"mtandi","masasi.tc","mtwara","acceptWDR1",NA,NA,NA,NA
"1519",1155737,NA,NA,NA,"chanikanguo","chanikanguo","masasi",NA,NA,NA,NA,NA,NA,NA,NA
"1520",1155738,"mtandi","mtandi","masasi",NA,NA,NA,"mtandi","masasi.tc","mtwara","acceptWDR1",NA,NA,NA,NA
"1521",1155739,"chanikanguo","chanikanguo","masasi",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"1522",1155740,"mtandi","mtandi","masasi",NA,NA,NA,"mtandi","masasi.tc","mtwara","acceptWDR1",NA,NA,NA,NA
"1523",1155741,"chanikanguo","chanikanguo","masasi",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"1524",1155742,"chanikanguo","chanikanguo","masasi",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"1525",1155743,"mtandi","mtandi","masasi",NA,NA,NA,"mtandi","masasi.tc","mtwara","acceptWDR1",NA,NA,NA,NA
"1526",1155745,"mtandi","mtandi","masasi",NA,NA,NA,"mtandi","masasi.tc","mtwara","acceptWDR1",NA,NA,NA,NA
"1527",1155746,"mitumbati","mkonona","nanyumbu","mangaka","nanyumbu","nanyumbu","mkonona","nanyumbu.dc","mtwara","acceptWDR0","nanyumbu","nanyumbu.dc","mtwara","acceptWDR0"
"1528",1155747,"chanikanguo","chanikanguo","masasi",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"1529",1155748,"mitumbati","mkonona","nanyumbu",NA,NA,NA,"mkonona","nanyumbu.dc","mtwara","acceptWDR0",NA,NA,NA,NA
"1530",1155749,"chanikanguo","chanikanguo","masasi",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"1531",1155750,NA,NA,NA,"mangaka","nanyumbu","nanyumbu",NA,NA,NA,NA,"nanyumbu","nanyumbu.dc","mtwara","acceptWDR0"
"1532",1155751,"chanikanguo","chanikanguo","masasi",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"1533",1155752,"lukula","masuguru","nanyumbu",NA,NA,NA,"masuguru","nanyumbu.dc","mtwara","acceptWDR0",NA,NA,NA,NA
"1534",1155753,"chanikanguo","chanikanguo","masasi",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"1535",1155754,"mbangala.mbuyuni","mkonona","nanyumbu",NA,NA,NA,"mkonona","nanyumbu.dc","mtwara","acceptWDR0",NA,NA,NA,NA
"1536",1155755,"maneme","mkonona","nanyumbu","masasi","masasi","masasi","mkonona","nanyumbu.dc","mtwara","acceptWDR0",NA,NA,NA,NA
"1537",1155756,"chanikanguo","chanikanguo","masasi",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"1538",1155757,"mtambaswala","mkonona","nantumbu",NA,NA,NA,"mkonona","nanyumbu.dc","mtwara","acceptWDR0",NA,NA,NA,NA
