"","fid","2.sell.place.name","2.sell.place.ward","2.sell.place.district","6.buy.place.name","6.buy.place.ward","6.buy.place.district","2.sell.place.ward.final","2.sell.place.district.final","2.sell.place.region.final","acceptAll.final.x","6.buy.place.ward.final","6.buy.place.district.final","6.buy.place.region.final","acceptAll.final.y"
"1539",1155758,"chanikanguo","chanikanguo","masasi",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"1540",1155759,NA,NA,NA,"masasi","masasi","masasi",NA,NA,NA,NA,NA,NA,NA,NA
"1541",1155760,"mailisita","chanikanguo","masasi",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"1542",1155761,"mailisita","chanikanguo","masasi",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"1543",1155762,"matekwe","matekwe","nachingwea",NA,NA,NA,"matekwe","nachingwea.dc","lindi","acceptWDR0",NA,NA,NA,NA
"1544",1155763,"mailisita","chanikanguo","masasi",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"1545",1155764,"lukwika","masuguru","nanyumbu",NA,NA,NA,"masuguru","nanyumbu.dc","mtwara","acceptWDR0",NA,NA,NA,NA
"1546",1155765,"lukula","masuguru","nanyumbu",NA,NA,NA,"masuguru","nanyumbu.dc","mtwara","acceptWDR0",NA,NA,NA,NA
"1547",1155766,"mailisita","chanikanguo","masasi",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"1548",1155767,"mbangala.mbuyuni","mkonona","nanyumbu",NA,NA,NA,"mkonona","nanyumbu.dc","mtwara","acceptWDR0",NA,NA,NA,NA
"1549",1155768,NA,NA,NA,"mtandi.a","mtandi","masasi",NA,NA,NA,NA,"mtandi","masasi.tc","mtwara","acceptWDR1"
"1550",1155769,"mtambaswala","mkonona","nanyumba",NA,NA,NA,"mkonona","nanyumbu.dc","mtwara","acceptWDR0",NA,NA,NA,NA
"1551",1155770,"mtandi","mtandi","masasi",NA,NA,NA,"mtandi","masasi.tc","mtwara","acceptWDR1",NA,NA,NA,NA
"1552",1155771,"lukula","masuguru","nanyumbu","mangaka","nanyumbu","nanyumbu","masuguru","nanyumbu.dc","mtwara","acceptWDR0","nanyumbu","nanyumbu.dc","mtwara","acceptWDR0"
"1553",1155772,"mtandi.a","mtandi","massi",NA,NA,NA,"mtandi","masasi.tc","mtwara","acceptWDR1",NA,NA,NA,NA
"1554",1155773,"mtambaswala","masuguru","nanyumbu",NA,NA,NA,"masuguru","nanyumbu.dc","mtwara","acceptWDR0",NA,NA,NA,NA
"1555",1155774,"mbagalambuyuni","kata.mkonona","nanyumbu",NA,NA,NA,"mkonona","nanyumbu.dc","mtwara","acceptWDR2",NA,NA,NA,NA
"1556",1155775,"mnavira","mnavira","masasi","nangoo","nangoo","masasi","mnavira","masasi.dc","mtwara","acceptWDR0","nanganga","masasi.dc","mtwara","acceptHF1"
"1557",1155776,"mbangala.mbuyuni","mkonona","nanyumbu",NA,NA,NA,"mkonona","nanyumbu.dc","mtwara","acceptWDR0",NA,NA,NA,NA
"1558",1155777,"marumba","mkonona","nanyumbu",NA,NA,NA,"mkonona","nanyumbu.dc","mtwara","acceptWDR0",NA,NA,NA,NA
"1559",1155778,"chiungutwa","chiungutwa","masasi","mnavira","mnavira","masasi","chiungutwa","masasi.dc","mtwara","acceptWDR0","mnavira","masasi.dc","mtwara","acceptWDR0"
"1560",1155779,"maneme","mkonona","nanyumbu",NA,NA,NA,"mkonona","nanyumbu.dc","mtwara","acceptWDR0",NA,NA,NA,NA
"1561",1155780,"mitumbati",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"1562",1155781,"mtandi","mtandi","masasi",NA,NA,NA,"mtandi","masasi.tc","mtwara","acceptWDR1",NA,NA,NA,NA
"1563",1155782,"lumesule","lumesule","nanyumbu",NA,NA,NA,"lumesule","nanyumbu.dc","mtwara","acceptWDR0",NA,NA,NA,NA
"1564",1155783,"mtambaswala","masuguru","nanyumbu",NA,NA,NA,"masuguru","nanyumbu.dc","mtwara","acceptWDR0",NA,NA,NA,NA
"1565",1155785,"lumesule","lumesule","nanyumbu",NA,NA,NA,"lumesule","nanyumbu.dc","mtwara","acceptWDR0",NA,NA,NA,NA
"1566",1155786,"lukwika","masuguru","nanyumbu",NA,NA,NA,"masuguru","nanyumbu.dc","mtwara","acceptWDR0",NA,NA,NA,NA
"1567",1155790,"lukwika","masuguru","nanyumbu",NA,NA,NA,"masuguru","nanyumbu.dc","mtwara","acceptWDR0",NA,NA,NA,NA
"1568",1155791,"chiungutwa","chiungutwa","masasi",NA,NA,NA,"chiungutwa","masasi.dc","mtwara","acceptWDR0",NA,NA,NA,NA
"1569",1155792,"nanyumbu","nanyumbu","masasi",NA,NA,NA,"nanyumbu","nanyumbu.dc","mtwara","acceptWR0",NA,NA,NA,NA
"1570",1155793,"lukwika","masuguru","nanyumbu",NA,NA,NA,"masuguru","nanyumbu.dc","mtwara","acceptWDR0",NA,NA,NA,NA
"1571",1155794,"nanyumbu","nanyumbu","masasi",NA,NA,NA,"nanyumbu","nanyumbu.dc","mtwara","acceptWR0",NA,NA,NA,NA
"1572",1155795,"lukwika","masuguru","nanyumbu","masasi","masasi","masasi","masuguru","nanyumbu.dc","mtwara","acceptWDR0",NA,NA,NA,NA
"1573",1155796,"maneme","nanyumbu","nanyumbu","masasi",NA,NA,"nanyumbu","nanyumbu.dc","mtwara","acceptWDR0",NA,NA,NA,NA
"1574",1155797,"mbeya.iringa.na.newala","mbeya.iringa.na.newala","mbeya.iringa.na.newala",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"1575",1155798,"marumba","mkonona","nanyumbu","masasi",NA,NA,"mkonona","nanyumbu.dc","mtwara","acceptWDR0",NA,NA,NA,NA
"1576",1155799,NA,NA,NA,"mtandi","mtandi","masasi",NA,NA,NA,NA,"mtandi","masasi.tc","mtwara","acceptWDR1"
"1577",1155800,NA,"na",NA,"masasi","masasi","masasi",NA,NA,NA,NA,NA,NA,NA,NA
"1578",1155801,"newala","newala","newala",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"1579",1155802,"mitumbati","mkonona","nanyumbu","masasi","masasi","masasi","mkonona","nanyumbu.dc","mtwara","acceptWDR0",NA,NA,NA,NA
"1580",1155803,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"1581",1155804,"masuguru",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"1582",1155805,"newala.na.nanyumbu","newala.na.nanyumbu","newala.na.nanyumbu","mwengemtapika","mwengemtapika","masasi",NA,NA,NA,NA,NA,NA,NA,NA
"1583",1155806,"marumba","mkonona","nanyumbu",NA,NA,NA,"mkonona","nanyumbu.dc","mtwara","acceptWDR0",NA,NA,NA,NA
"1584",1155807,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"1585",1155808,"marumba","mkonona","nanyumbu",NA,NA,NA,"mkonona","nanyumbu.dc","mtwara","acceptWDR0",NA,NA,NA,NA
"1586",1155809,"nanyumbu","nanyumbu","nanyumbu",NA,NA,NA,"nanyumbu","nanyumbu.dc","mtwara","acceptWDR0",NA,NA,NA,NA
"1587",1155810,"lumesule","lumesule","nanyumbu",NA,NA,NA,"lumesule","nanyumbu.dc","mtwara","acceptWDR0",NA,NA,NA,NA
"1588",1155811,"maneme","nanyumbu","nanyumbu","masasi","masasi","masasi","nanyumbu","nanyumbu.dc","mtwara","acceptWDR0",NA,NA,NA,NA
"1589",1155812,NA,NA,NA,"mnavira","mnavira","masasi",NA,NA,NA,NA,"mnavira","masasi.dc","mtwara","acceptWDR0"
"1590",1155813,"mbuyuni","mbuyuni","masasi",NA,NA,NA,"mbuyuni","masasi.dc","mtwara","acceptWDR0",NA,NA,NA,NA
"1591",1155814,"lumesule","lumesule","nanyumbu",NA,NA,NA,"lumesule","nanyumbu.dc","mtwara","acceptWDR0",NA,NA,NA,NA
"1592",1155815,"nanyumbu","nanyumbu","nanyumbu","mtandi","mtandi","masasi","nanyumbu","nanyumbu.dc","mtwara","acceptWDR0","mtandi","masasi.tc","mtwara","acceptWDR1"
"1593",1155816,"lumesule","lumesule","nanyumbu",NA,NA,NA,"lumesule","nanyumbu.dc","mtwara","acceptWDR0",NA,NA,NA,NA
"1594",1155817,"mitumbatu","mkonona","nanyumbu",NA,NA,NA,"mkonona","nanyumbu.dc","mtwara","acceptWDR0",NA,NA,NA,NA
"1595",1155818,"lumesule","lumesule","nanyumbu",NA,NA,NA,"lumesule","nanyumbu.dc","mtwara","acceptWDR0",NA,NA,NA,NA
"1596",1155819,"lukula","mkonona","nanyumbu",NA,NA,NA,"mkonona","nanyumbu.dc","mtwara","acceptWDR0",NA,NA,NA,NA
"1597",1155820,"maneme","nanyumbu","nanyumbu","masasi","masasi","nanyumbu","nanyumbu","nanyumbu.dc","mtwara","acceptWDR0",NA,NA,NA,NA
"1598",1155821,"tunduru","tunduru","tunduru","masuguru","masuguru","nanyumbu","majengo","tunduru.dc","ruvuma","acceptHF0","masuguru","nanyumbu.dc","mtwara","acceptWDR0"
"1599",1155822,"marumba","mkonona","nanyumbu",NA,NA,NA,"mkonona","nanyumbu.dc","mtwara","acceptWDR0",NA,NA,NA,NA
"1600",1155823,NA,NA,NA,"mtambaswala","masuguru","nanyumbu",NA,NA,NA,NA,"masuguru","nanyumbu.dc","mtwara","acceptWDR0"
"1601",1155824,"mbangala.mbuyuni","mkonona","nanyumbu",NA,NA,NA,"mkonona","nanyumbu.dc","mtwara","acceptWDR0",NA,NA,NA,NA
"1602",1155825,"lukwika","masuguru","nanyumbu",NA,NA,NA,"masuguru","nanyumbu.dc","mtwara","acceptWDR0",NA,NA,NA,NA
"1603",1155826,NA,NA,NA,"marumba","mkonona","nanyumbu",NA,NA,NA,NA,"mkonona","nanyumbu.dc","mtwara","acceptWDR0"
"1604",1155827,"lukula","masuguru","nanyumbu",NA,NA,NA,"masuguru","nanyumbu.dc","mtwara","acceptWDR0",NA,NA,NA,NA
"1605",1155828,"mitumbati","mkonona","mkonona","nachingwea","nachingwea","nachingwea",NA,NA,NA,NA,NA,NA,NA,NA
"1606",1155829,"mbangala.mbuyuni","mkonona","nanyumbu",NA,NA,NA,"mkonona","nanyumbu.dc","mtwara","acceptWDR0",NA,NA,NA,NA
"1607",1155830,"tunduru","tunduru","tunduru",NA,NA,NA,"majengo","tunduru.dc","ruvuma","acceptHF0",NA,NA,NA,NA
"1608",1155831,"mtambaswala","mkonona","nanyumbu",NA,NA,NA,"mkonona","nanyumbu.dc","mtwara","acceptWDR0",NA,NA,NA,NA
"1609",1155832,"mitumbati","mkonona","nanyumbu",NA,NA,NA,"mkonona","nanyumbu.dc","mtwara","acceptWDR0",NA,NA,NA,NA
"1610",1155833,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"1611",1155834,NA,NA,NA,"masunguru","masunguru","nanyumbu",NA,NA,NA,NA,"masuguru","nanyumbu.dc","mtwara","acceptWDR2"
"1612",1155835,NA,NA,NA,"mtambaswala","masunguru","nanyumbu",NA,NA,NA,NA,"masuguru","nanyumbu.dc","mtwara","acceptWDR2"
"1613",1155836,"mtambaswala","masuguru","nanyumbu",NA,NA,NA,"masuguru","nanyumbu.dc","mtwara","acceptWDR0",NA,NA,NA,NA
"1614",1155837,"nanyumbu","nanyumbu","nanyumbu",NA,NA,NA,"nanyumbu","nanyumbu.dc","mtwara","acceptWDR0",NA,NA,NA,NA
"1615",1155838,"lumesule","lumesule","nanyumbu",NA,NA,NA,"lumesule","nanyumbu.dc","mtwara","acceptWDR0",NA,NA,NA,NA
"1616",1156270,"dungo","mziha","mvomero",NA,NA,NA,"kanga","mvomero.dc","morogoro","acceptHF0",NA,NA,NA,NA
"1617",1156271,"kwakonje","mziha","mvomero",NA,NA,NA,"kanga","mvomero.dc","morogoro","acceptHF0",NA,NA,NA,NA
"1618",1156272,"njeura","mziha","mvomero",NA,NA,NA,"kanga","mvomero.dc","morogoro","acceptHF0",NA,NA,NA,NA
"1619",1156273,"mziha","mziha","mvomero",NA,NA,NA,"kanga","mvomero.dc","morogoro","acceptHF0",NA,NA,NA,NA
"1620",1156274,"njeura","mziha","mvomero",NA,NA,NA,"kanga","mvomero.dc","morogoro","acceptHF0",NA,NA,NA,NA
"1621",1156275,"kwaruguru","negelo","kilindi","pugu","pugu","ilala","negero","kilindi.dc","tanga","acceptWDR2","pugu","ilala.mc","dar.es.salaam","acceptWDR0"
"1622",1156276,"mziha","mziha","mvomero",NA,NA,NA,"kanga","mvomero.dc","morogoro","acceptHF0",NA,NA,NA,NA
"1623",1156277,NA,NA,NA,"kwakonje","mziha","mvomero",NA,NA,NA,NA,"kanga","mvomero.dc","morogoro","acceptHF0"
"1624",1156278,NA,NA,NA,"kibatula","mziha","mvomero",NA,NA,NA,NA,"kanga","mvomero.dc","morogoro","acceptHF0"
"1625",1156279,"bwage","mziha","mvomero",NA,NA,NA,"kanga","mvomero.dc","morogoro","acceptHF0",NA,NA,NA,NA
"1626",1156280,"turiani","turiani","mvomero",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"1627",1156281,"mziha","mziha","mvomero","tegeta","tegeta","kinondoni","kanga","mvomero.dc","morogoro","acceptHF0","kunduchi","kinondoni.mc","dar.es.salaam","acceptHF0"
"1628",1156282,NA,NA,NA,"turiani","turiani","mvomero",NA,NA,NA,NA,NA,NA,NA,NA
"1629",1156285,NA,NA,NA,"madizini","mziha","mvomero",NA,NA,NA,NA,"kanga","mvomero.dc","morogoro","acceptHF0"
"1630",1156286,NA,NA,NA,"mziha","mziha","mvomero",NA,NA,NA,NA,"kanga","mvomero.dc","morogoro","acceptHF0"
"1631",1156299,"bwage","mzia","mvomero",NA,NA,NA,"kanga","mvomero.dc","morogoro","acceptHF2",NA,NA,NA,NA
"1632",1156300,"kibatula","mzia","mvomero","megelo","megelo","kilindi","kanga","mvomero.dc","morogoro","acceptHF2","negero","kilindi.dc","tanga","acceptHF2"
"1633",1156301,"kibatula","mzia","mvomero",NA,NA,NA,"kanga","mvomero.dc","morogoro","acceptHF2",NA,NA,NA,NA
"1634",1156302,"saja","nagelo","handeni",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"1635",1156303,"mzia","mzia","mvomero","mkwaja","mkwaja","tanga.mjini","kanga","mvomero.dc","morogoro","acceptHF2","mkwaja","pangani.dc","tanga","acceptWDR1"
"1636",1156304,"saja","tanga","kilindi","saja","tanga","kilindi",NA,NA,NA,NA,NA,NA,NA,NA
"1637",1156305,"mzia","mzia","mvomero","mbeha","mbeha","mvomero","kanga","mvomero.dc","morogoro","acceptHF2",NA,NA,NA,NA
"1638",1156306,NA,NA,NA,"gohe","gohee","kilindi",NA,NA,NA,NA,NA,NA,NA,NA
"1639",1156307,"njaula","mzia","mvomero",NA,NA,NA,"kanga","mvomero.dc","morogoro","acceptHF2",NA,NA,NA,NA
"1640",1156308,"mkata","mkata","handeni","mkata","mkata","handeni","mkata","handeni.dc","tanga","acceptWDR0","mkata","handeni.dc","tanga","acceptWDR0"
"1641",1156309,"kakonji","mzia","mvomero",NA,NA,NA,"kanga","mvomero.dc","morogoro","acceptHF2",NA,NA,NA,NA
"1642",1156310,"mzia","mzia","mvomero",NA,NA,NA,"kanga","mvomero.dc","morogoro","acceptHF2",NA,NA,NA,NA
"1643",1156311,"mzia","mzia","mvomero","handeni","handeni","handeni","kanga","mvomero.dc","morogoro","acceptHF2",NA,NA,NA,NA
"1644",1156312,"megelo","migelo",NA,"handeni","handeni","tanga",NA,NA,NA,NA,NA,NA,NA,NA
"1645",1156313,"mzia","mzia","mvomero",NA,NA,NA,"kanga","mvomero.dc","morogoro","acceptHF2",NA,NA,NA,NA
"1646",1156320,NA,NA,NA,"mziha.nyumbani","mziha","mvomero",NA,NA,NA,NA,"kanga","mvomero.dc","morogoro","acceptHF0"
"1647",1156321,"mziha.nyumbani","mziha","mvomero",NA,NA,NA,"kanga","mvomero.dc","morogoro","acceptHF0",NA,NA,NA,NA
"1648",1156322,"kijiji.mziha","mziha","mvomero","mjimpya","kanga","mvomero","kanga","mvomero.dc","morogoro","acceptHF0","kanga","mvomero.dc","morogoro","acceptWDR0"
"1649",1156323,"bwage.nyumbani","mziha","mvomero","bwage.nyumbani","mziha","mvomero","kanga","mvomero.dc","morogoro","acceptHF0","kanga","mvomero.dc","morogoro","acceptHF0"
"1650",1156324,"gole","mkata","handeni",NA,NA,NA,"mkata","handeni.dc","tanga","acceptWDR0",NA,NA,NA,NA
"1651",1156325,"sagamaganga.nyumbani","signal","ifakara",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"1652",1156326,"mlombiro","mtibwa","mvomero",NA,NA,NA,"mtibwa","mvomero.dc","morogoro","acceptWDR0",NA,NA,NA,NA
"1653",1156327,"kibindu","kibindu","chalinze","kibindu","kibindu","chalinze","kibindu","chalinze.dc","pwani","acceptWDR0","kibindu","chalinze.dc","pwani","acceptWDR0"
"1654",1156328,"bwage.nyumbani","kanga","mvomero",NA,NA,NA,"kanga","mvomero.dc","morogoro","acceptWDR0",NA,NA,NA,NA
"1655",1156329,"mziha","mziha","mvomero",NA,NA,NA,"kanga","mvomero.dc","morogoro","acceptHF0",NA,NA,NA,NA
"1656",1156330,NA,NA,NA,"mziha.nyumbani","mziha","mvomero",NA,NA,NA,NA,"kanga","mvomero.dc","morogoro","acceptHF0"
"1657",1156331,"kibatula.nyumbani","mziha","mvomero",NA,NA,NA,"kanga","mvomero.dc","morogoro","acceptHF0",NA,NA,NA,NA
"1658",1156332,"mlombiro.nyumbani","mtibwa","mvomero",NA,NA,NA,"mtibwa","mvomero.dc","morogoro","acceptWDR0",NA,NA,NA,NA
"1659",1156333,"njeula.nyumbani","mziha","mvomero","njeula.nyumbani","mziha","mvomero","kanga","mvomero.dc","morogoro","acceptHF0","kanga","mvomero.dc","morogoro","acceptHF0"
"1660",1156334,"kwarugulu","negolo","kilindi","kwarugulu.nyumbani","negolo","kilindi","negero","kilindi.dc","tanga","acceptHF6","negero","kilindi.dc","tanga","acceptHF6"
"1661",1156335,NA,NA,NA,"njeula.nyumbani","mziha","mvomero",NA,NA,NA,NA,"kanga","mvomero.dc","morogoro","acceptHF0"
"1662",1156362,"babayu","babayu","bahi",NA,NA,NA,"babayu","bahi.dc","dodoma","acceptWDR0",NA,NA,NA,NA
"1663",1156363,"gawai","chihanga","manispaa.ya.dodoma",NA,NA,NA,"chihanga","dodoma.cc","dodoma","acceptWDR0",NA,NA,NA,NA
"1664",1156364,"gawai","chihanga","manispaa.ya.dodoma",NA,NA,NA,"chihanga","dodoma.cc","dodoma","acceptWDR0",NA,NA,NA,NA
"1665",1156365,NA,NA,NA,"gawai","chihanga","manispaa.ya.dodoma",NA,NA,NA,NA,"chihanga","dodoma.cc","dodoma","acceptWDR0"
"1666",1156366,NA,NA,NA,"mkondai","zanka","bahi",NA,NA,NA,NA,"zanka","bahi.dc","dodoma","acceptWDR0"
"1667",1156367,"kisima.cha.ndege","mundemu","bahi",NA,NA,NA,"mundemu","bahi.dc","dodoma","acceptWDR0",NA,NA,NA,NA
"1668",1156368,"msisi","msisi","bahi",NA,NA,NA,"msisi","bahi.dc","dodoma","acceptWDR0",NA,NA,NA,NA
"1669",1156369,"mayamaya","zanka","bahi",NA,NA,NA,"zanka","bahi.dc","dodoma","acceptWDR0",NA,NA,NA,NA
"1670",1156370,"mkondai","zanka","bahi",NA,NA,NA,"zanka","bahi.dc","dodoma","acceptWDR0",NA,NA,NA,NA
"1671",1156371,"zanka","zanka","bahi",NA,NA,NA,"zanka","bahi.dc","dodoma","acceptWDR0",NA,NA,NA,NA
"1672",1156377,NA,NA,NA,"mziha.kwakonji","mziha","mvomero",NA,NA,NA,NA,"kanga","mvomero.dc","morogoro","acceptHF0"
"1673",1156378,"mziha","mziha","mvomero",NA,NA,NA,"kanga","mvomero.dc","morogoro","acceptHF0",NA,NA,NA,NA
"1674",1156379,NA,NA,NA,"kwarugulu","negero","kilindi",NA,NA,NA,NA,"negero","kilindi.dc","tanga","acceptWDR0"
"1675",1156380,NA,NA,NA,"bagamoyo","bagamoyo","pwani",NA,NA,NA,NA,NA,NA,NA,NA
"1676",1156381,"mziha","mziha","mvomero",NA,NA,NA,"kanga","mvomero.dc","morogoro","acceptHF0",NA,NA,NA,NA
"1677",1156382,"kwakonje","kibundu","chalinze",NA,NA,NA,"kibindu","chalinze.dc","pwani","acceptWDR2",NA,NA,NA,NA
"1678",1156383,"kwabeko","mziha","mvomero",NA,NA,NA,"kanga","mvomero.dc","morogoro","acceptHF0",NA,NA,NA,NA
"1679",1156384,NA,NA,NA,"mziha","mziha","mvomero",NA,NA,NA,NA,"kanga","mvomero.dc","morogoro","acceptHF0"
"1680",1156385,NA,NA,NA,"kibaha","kibaha","kibaha",NA,NA,NA,NA,"kibaha","kibaha.tc","pwani","acceptWDR1"
"1681",1156386,"mziha","mziha","mvomero",NA,NA,NA,"kanga","mvomero.dc","morogoro","acceptHF0",NA,NA,NA,NA
"1682",1156387,"kimamba","kimamba","kilosa",NA,NA,NA,"kimamba.a","kilosa.dc","morogoro","acceptWDR2",NA,NA,NA,NA
"1683",1156388,"mayamaya","zanka","bahi",NA,NA,NA,"zanka","bahi.dc","dodoma","acceptWDR0",NA,NA,NA,NA
"1684",1156389,"gawaye","chihanga","dodoma.mjini",NA,NA,NA,"chihanga","dodoma.cc","dodoma","acceptWDR0",NA,NA,NA,NA
"1685",1156390,"mayamaya","zanka","bahi",NA,NA,NA,"zanka","bahi.dc","dodoma","acceptWDR0",NA,NA,NA,NA
"1686",1156391,"mkondai","zanka","bahi",NA,NA,NA,"zanka","bahi.dc","dodoma","acceptWDR0",NA,NA,NA,NA
"1687",1156392,"mgondo.kijiji.cha.babayu","babayu","bahi",NA,NA,NA,"babayu","bahi.dc","dodoma","acceptWDR0",NA,NA,NA,NA
"1688",1156393,NA,NA,NA,"halo.kijiji.cha.mayamaya","zanka","bahi",NA,NA,NA,NA,"zanka","bahi.dc","dodoma","acceptWDR0"
"1689",1156394,"mayamaya","zanka","bahi",NA,NA,NA,"zanka","bahi.dc","dodoma","acceptWDR0",NA,NA,NA,NA
"1690",1156395,"mayamaya","zanka","bahi",NA,NA,NA,"zanka","bahi.dc","dodoma","acceptWDR0",NA,NA,NA,NA
"1691",1156396,"mkondai","zanka","bahi",NA,NA,NA,"zanka","bahi.dc","dodoma","acceptWDR0",NA,NA,NA,NA
"1692",1156397,"zanka","zanka","bahi",NA,NA,NA,"zanka","bahi.dc","dodoma","acceptWDR0",NA,NA,NA,NA
"1693",1156490,"tinai","msisi","bahi",NA,NA,NA,"msisi","bahi.dc","dodoma","acceptWDR0",NA,NA,NA,NA
"1694",1156491,"mayamaya","zanka","bahi","msalato","msalato","dodoma.mjini","zanka","bahi.dc","dodoma","acceptWDR0","msalato","dodoma.cc","dodoma","acceptWDR0"
"1695",1156492,NA,NA,NA,"mayamaya","zanka","bahi",NA,NA,NA,NA,"zanka","bahi.dc","dodoma","acceptWDR0"
"1696",1156493,"mayamaya","zanka","bahi","chihanga","chihanga","dodoma.mjini","zanka","bahi.dc","dodoma","acceptWDR0","chihanga","dodoma.cc","dodoma","acceptWDR0"
"1697",1156494,"zanka","zanka","bahi",NA,NA,NA,"zanka","bahi.dc","dodoma","acceptWDR0",NA,NA,NA,NA
"1698",1156495,"msisi","msisi","bahi",NA,NA,NA,"msisi","bahi.dc","dodoma","acceptWDR0",NA,NA,NA,NA
"1699",1156496,"tinai","msisi","bahi",NA,NA,NA,"msisi","bahi.dc","dodoma","acceptWDR0",NA,NA,NA,NA
"1700",1156497,"zamahelo","zanka","bahi",NA,NA,NA,"zanka","bahi.dc","dodoma","acceptWDR0",NA,NA,NA,NA
"1701",1156498,"zanka","zanka","bahi",NA,NA,NA,"zanka","bahi.dc","dodoma","acceptWDR0",NA,NA,NA,NA
"1702",1156499,"lulunde","zanka","bahi",NA,NA,NA,"zanka","bahi.dc","dodoma","acceptWDR0",NA,NA,NA,NA
"1703",1156501,"mayamaya","zanka","bahi",NA,NA,NA,"zanka","bahi.dc","dodoma","acceptWDR0",NA,NA,NA,NA
"1704",1156502,"zanka","zanka","bahi",NA,NA,NA,"zanka","bahi.dc","dodoma","acceptWDR0",NA,NA,NA,NA
"1705",1156503,"mayamaya","zanka","bahi",NA,NA,NA,"zanka","bahi.dc","dodoma","acceptWDR0",NA,NA,NA,NA
"1706",1156504,NA,NA,NA,"zanka","zanka","bahi",NA,NA,NA,NA,"zanka","bahi.dc","dodoma","acceptWDR0"
"1707",1156505,"kisima.cha.ndege","kisima.cha.ndege","bahi","kisima.ndege","kisima.cha.ndege","bahi","msisi","bahi.dc","dodoma","acceptHF0","msisi","bahi.dc","dodoma","acceptHF0"
"1708",1156506,NA,NA,NA,"asanje","babayu","bahi",NA,NA,NA,NA,"babayu","bahi.dc","dodoma","acceptWDR0"
"1709",1156507,NA,NA,NA,"kisasa","kisasa","dodoma.mjini",NA,NA,NA,NA,NA,NA,NA,NA
"1710",1156508,"mayamaya","mayamaya","bahi",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"1711",1156509,"kidoka","kidoka","nchemba","kizota","kizota","dodoma.mjini","chemba","chemba.dc","dodoma","acceptHF0","kizota","dodoma.cc","dodoma","acceptWDR0"
"1712",1156510,"mgonaa","hombolo.bwawani","dodoma.mjini",NA,NA,NA,"hombolo","dodoma.cc","dodoma","acceptWDR2",NA,NA,NA,NA
"1713",1156580,"mlamate","itekanka","nsimbo",NA,NA,NA,"itenka","nsimbo.dc","katavi","acceptWDR2",NA,NA,NA,NA
"1714",1156581,"itenka.a","itenka","nsimbo",NA,NA,NA,"itenka","nsimbo.dc","katavi","acceptWDR0",NA,NA,NA,NA
"1715",1156582,NA,NA,NA,"ibindi","ibindi","nsimbo",NA,NA,NA,NA,"machimboni","nsimbo.dc","katavi","acceptHF0"
"1716",1156583,NA,NA,NA,"mwamkulu","mwamkulu","mapanda",NA,NA,NA,NA,NA,NA,NA,NA
"1717",1156584,"mpanda.mjini","ilembo","mpanda","mpanda","ilembo","mpanda","ilembo","mpanda.mc","katavi","acceptWDR1","ilembo","mpanda.mc","katavi","acceptWDR1"
"1718",1156585,"itenka","itenka","nsimbo",NA,NA,NA,"itenka","nsimbo.dc","katavi","acceptWDR0",NA,NA,NA,NA
"1719",1156586,NA,NA,NA,"itenka","itenka","nsimbo",NA,NA,NA,NA,"itenka","nsimbo.dc","katavi","acceptWDR0"
"1720",1156587,"tumaini","itenka","nsimbo","tumaini","itenka",NA,"itenka","nsimbo.dc","katavi","acceptWDR0",NA,NA,NA,NA
"1721",1156588,NA,NA,NA,"ulwilaulwila",NA,"nsimbo",NA,NA,NA,NA,NA,NA,NA,NA
"1722",1156589,"iteka.a","itenka","nsimbo",NA,NA,NA,"itenka","nsimbo.dc","katavi","acceptWDR0",NA,NA,NA,NA
"1723",1156590,"itenka","itenka","nsimbo",NA,NA,NA,"itenka","nsimbo.dc","katavi","acceptWDR0",NA,NA,NA,NA
"1724",1156591,"mpanda","majalila","mpanda",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"1725",1156592,"tumaini","itenka","nsimbo",NA,NA,NA,"itenka","nsimbo.dc","katavi","acceptWDR0",NA,NA,NA,NA
"1726",1156593,NA,NA,NA,"nsimbo","nsimbo","nsimbo",NA,NA,NA,NA,"nsimbo","nsimbo.dc","katavi","acceptWDR0"
"1727",1156596,"muze","muze","sumbawanga",NA,NA,NA,"muze","sumbawanga.dc","rukwa","acceptWDR0",NA,NA,NA,NA
