"","place","ward.A","dist.A","reg.A","Facility_N","Village_St","ward.X","dist.X","reg.X","place.X","place.dist","reg.A.dist","dist"
"345","lugala","mbalaawala","bahi.dc","dodoma","gula","gula","Lalago","Maswa DC","simiyu","gula-gula",0.166666666666667,0.555555555555556,NA
"346","lugoda","lugoda","mufindi.dc","iringa","lufingo","kalalo","Lufingo","Rungwe DC","mbeya","lufingo-kalalo",0.26984126984127,0.544444444444445,NA
"347","lugoda","lugoda","mufindi.dc","iringa","lugoba","not set","Lugoba","Chalinze DC","pwani","lugoba-not set",0.26984126984127,0.588888888888889,NA
"348","luhafwe","tongwe","tanganyika","tanganyika","lubaga","mwasele","Kambarage","Shinyanga MC","shinyanga","lubaga-mwasele",0.30952380952381,0.411111111111111,NA
"349","luhafwe","tongwe","tanganyika","tanganyika","luhanga","kiseke","Ilemela","Ilemela MC","mwanza","luhanga-kiseke",0.30952380952381,0.4,NA
"350","lukali","lukali","bahi.dc","dodoma","lukali","lukali","Lamaiti","Bahi DC","dodoma","lukali-lukali",0.17948717948718,0,NA
"351","lukande","lukande","lukande","lukande","lukande","lukande","Lukande","Ulanga DC","morogoro","lukande-lukande",0.177777777777778,1,NA
"352","lukoma","lukoma","uvinza.dc","kigoma","ufukoni","mbae","Ufukoni","Mtwara MC","mtwara","ufukoni-mbae",0.25,0.555555555555556,NA
"353","lukungu","mwasamba","busega.dc","simiyu","lukungu","lukungu","Lamadi","Busega DC","simiyu","lukungu-lukungu",0.177777777777778,0,NA
"354","lundelunde","mumbaka","masasi.dc","mtwara","ilunde","ilunde","Ilunde","Mlele DC","katavi","ilunde-ilunde",0.076923076923077,0.444444444444445,NA
"355","lunyala","majengo","nkasi.dc","rukwa","lufingo","kalalo","Lufingo","Rungwe DC","mbeya","lufingo-kalalo",0.238095238095238,0.533333333333333,NA
"356","lupaso","lupaso","masasi.dc","mtwara","lupaso","not set","Lipumburu","Masasi DC","mtwara","lupaso-not set",0.19047619047619,0,NA
"357","lupemenda","igawa","malinyi.dc","morogoro","lupembe","not set","Lupembe","Njombe DC","njombe","lupembe-not set",0.251851851851852,0.638888888888889,NA
"358","lupunga","lupunga","malinyi.dc","morogoro","lupunga","lupunga","Kikongo","Kibaha DC","pwani","lupunga-lupunga",0.177777777777778,1,NA
"359","lutubiga","mwasamba","busega.dc","simiyu","lutubiga","lutubiga","Lutubiga","Busega DC","simiyu","lutubiga-lutubiga",0.176470588235294,0,NA
"360","lyoma","ngudu","ngudu","ngudu","lyoma","lyoma","Lyoma","Kwimba DC","mwanza","lyoma-lyoma",0.181818181818182,1,NA
"361","mabambasi","mabambasi","mpimbwe.dc","katavi","mbaha","mbaha","Mbaha","Nyasa DC","ruvuma","mbaha-mbaha",0.242905242905243,0.611111111111111,NA
"362","mabambasi","mabambasi","mpimbwe.dc","katavi","mbala","mbala","Mwambani","Songwe DC","songwe","mbala-mbala",0.242905242905243,1,NA
"363","mabambasi","mabambasi","mpimbwe.dc","katavi","mbaya","mbaya","Mbaya","Liwale DC","lindi","mbaya-mbaya",0.242905242905243,0.544444444444445,NA
"364","machombe","machombe","masasi.dc","mtwara","mchombe","mchombe","Mchombe","Kilombero DC","morogoro","mchombe-mchombe",0.219444444444444,0.472222222222222,NA
"365","machombe","machombe","masasi.dc","mtwara","mchombe","mchombe","Mchombe","Kilombero DC","morogoro","mchombe-mchombe",0.219444444444444,0.472222222222222,NA
"366","madabadaba","minazini","malinyi.dc","morogoro","madale","madala","Wazo","Kinondoni MC","dar es salaam","madale-madala",0.194871794871795,0.599358974358974,NA
"367","madizini","mziha","mvomero.dc","morogoro","madizini","madizini","Mtibwa","Mvomero DC","morogoro","madizini-madizini",0.176470588235294,0,NA
"368","madukani","lipangalala","ifakara.tc","morogoro","madunga kati","madunga","Madunga","Babati DC","manyara","madunga kati-madunga",0.241666666666667,0.488095238095238,NA
"369","mafinga","mafinga","mufindi.dc","iringa","mafinga","malingumu","Boma","Mafinga TC","iringa","mafinga-malingumu",0.196078431372549,0,NA
"370","mafuluto","mafuluto","iringa.dc","iringa","mafuruto","not set","Mlowa","Iringa DC","iringa","mafuruto-not set",0.229166666666667,0,NA
"371","magaga","chifutuka","bahi.dc","dodoma","magaga","magaga","Nondwa","Bahi DC","dodoma","magaga-magaga",0.17948717948718,0,NA
"372","magigiwe","magigiwe","magigiwe","magigiwe","magadini","wiri","Gararagua","Siha DC","kilimanjaro","magadini-wiri",0.262820512820513,0.545454545454545,NA
"373","magigiwe","magigiwe","magigiwe","magigiwe","magila","magila","Magila","Muheza DC","tanga","magila-magila",0.262820512820513,0.45,NA
"374","magogo","sibwesa","tanganyika","tanganyika","mgao","mgao","Naumbu","Mtwara DC","mtwara","mgao-mgao",0.166666666666667,0.4,NA
"375","magogo","sibwesa","tanganyika","tanganyika","maya","ugogoni","Nambambo","Nachingwea DC","lindi","maya-ugogoni",0.166666666666667,0.466666666666667,NA
"376","magogo","sibwesa","tanganyika","tanganyika","maya","ugogoni","Nambambo","Nachingwea DC","lindi","maya-ugogoni",0.166666666666667,0.466666666666667,NA
"377","magogo.sibwesa","sibwesa","tanganyika","tanganyika","msolwa","msoga","Msoga","Chalinze DC","pwani","msolwa-msoga",0.294973544973545,0.366666666666667,NA
"378","magudugudu","magudugudu","chamwino.dc","dodoma","maguu","maguu","Maguu","Mbinga DC","ruvuma","maguu-maguu",0.157575757575758,0.444444444444445,NA
"379","magula","magula","nsimbo.dc","katavi","magulilwa","maguliwa","Maguliwa","Iringa DC","iringa","magulilwa-maguliwa",0.222222222222222,0.555555555555556,NA
"380","magunga","nkung.ungu","chunya.dc","mbeya","magunga","magunga","Maboga","Iringa DC","iringa","magunga-magunga",0.177777777777778,0.544444444444445,NA
"381","mahaha","mahaha","magu.dc","mwanza","mahaha","mahaha","Shishani","Magu DC","mwanza","mahaha-mahaha",0.17948717948718,0,NA
"382","mailisita","chanikanguo","masasi.dc","mtwara","maili sita rc","shiri njoro","Machame Kusini","Hai DC","kilimanjaro","maili sita rc-shiri njoro",0.213333333333333,0.409090909090909,NA
"383","mailisita","chanikanguo","masasi.dc","mtwara","maili sita rc","shiri njoro","Machame Kusini","Hai DC","kilimanjaro","maili sita rc-shiri njoro",0.213333333333333,0.409090909090909,NA
"384","majengo","majengo","mpanda.dc","katavi","majengo","biafra","Majengo","Mtwara MC","mtwara","majengo-biafra",0.166666666666667,0.444444444444445,NA
"385","majengo","majengo","mpanda.dc","katavi","majengo","sokoni","Majengo","Moshi MC","kilimanjaro","majengo-sokoni",0.166666666666667,0.52020202020202,NA
"386","majengo","majengo","mpanda.dc","katavi","majengo","biafra","Majengo","Mtwara MC","mtwara","majengo-biafra",0.166666666666667,0.444444444444445,NA
"387","majengo","nkung.ungu","chunya.dc","mbeya","majengo","biafra","Majengo","Mtwara MC","mtwara","majengo-biafra",0.166666666666667,0.422222222222222,NA
"388","majengo","nkung.ungu","chunya.dc","mbeya","majengo","sokoni","Majengo","Moshi MC","kilimanjaro","majengo-sokoni",0.166666666666667,0.472727272727273,NA
"389","majengo","nkung.ungu","chunya.dc","mbeya","majengo","biafra","Majengo","Mtwara MC","mtwara","majengo-biafra",0.166666666666667,0.422222222222222,NA
"390","majengo","upendo","chunya.dc","mbeya","majengo","biafra","Majengo","Mtwara MC","mtwara","majengo-biafra",0.166666666666667,0.422222222222222,NA
"391","majengo","upendo","chunya.dc","mbeya","majengo","sokoni","Majengo","Moshi MC","kilimanjaro","majengo-sokoni",0.166666666666667,0.472727272727273,NA
"392","majengo","upendo","chunya.dc","mbeya","majengo","biafra","Majengo","Mtwara MC","mtwara","majengo-biafra",0.166666666666667,0.422222222222222,NA
"393","makambako","makambako","makambako.tc","njombe","makambako .","not set","Ubena","Makambako TC","njombe","makambako .-not set",0.175438596491228,0,NA
"394","makambako","makambako","njombe.dc","njombe","makambako .","not set","Ubena","Makambako TC","njombe","makambako .-not set",0.175438596491228,0,NA
"395","makambako","mji.mwema","njema","njema","makambako .","not set","Ubena","Makambako TC","njombe","makambako .-not set",0.175438596491228,0.3,NA
"396","makong.onda","makong.onda","masasi.dc","mtwara","makong'onda","makong?onda","Mnavira","Masasi DC","mtwara","makong'onda-makong?onda",0.21870882740448,0,NA
"397","makong.onda.sindano.mnavira","makong.onda","masasi.dc","mtwara","makong'onda","makong?onda","Mnavira","Masasi DC","mtwara","makong'onda-makong?onda",0.259432919705725,0,NA
"398","malangali","upendo","chunya.dc","mbeya","malangali","malangali","Malangali","Ileje DC","songwe","malangali-malangali",0.175438596491228,1,NA
"399","malangali","upendo","chunya.dc","mbeya","malangali","malangali","Luduga","Wanging'ombe DC","njombe","malangali-malangali",0.175438596491228,1,NA
"400","malangali","upendo","chunya.dc","mbeya","malangali","mwilavile","Malangali","Mufindi DC","iringa","malangali-mwilavile",0.175438596491228,0.544444444444445,NA
"401","maleza","kate","sumbawanga.dc","rukwa","maleza","maleza","Mbangala","Songwe DC","songwe","maleza-maleza",0.17948717948718,0.544444444444445,NA
"402","maleza","kilangawana","sumbawanga.dc","rukwa","maleza","maleza","Mbangala","Songwe DC","songwe","maleza-maleza",0.17948717948718,0.544444444444445,NA
"403","maleza","maleza","sumbawanga.dc","rukwa","maleza","maleza","Mbangala","Songwe DC","songwe","maleza-maleza",0.17948717948718,0.544444444444445,NA
"404","maligisu.kasoli","maligisu.kasoli","kwimba.bariadi","kwimba.bariadi","maligisu","maligisu","Maligisu","Kwimba DC","mwanza","maligisu-maligisu",0.206372549019608,0.432539682539683,NA
"405","maloto","kimamba","kilosa.dc","morogoro","matola","matola","Matola","Njombe TC","njombe","matola-matola",0.235042735042735,0.638888888888889,NA
"406","maloto","kimamba","kilosa.dc","morogoro","makole","tofiki","Viwandani","Dodoma MC","dodoma","makole-tofiki",0.235042735042735,0.472222222222222,NA
"407","mandang.ombe","mbaragane","maswa.dc","simiyu","mango","mloe","Okaoni","Moshi DC","kilimanjaro","mango-mloe",0.238888888888889,0.52020202020202,NA
"408","mandang.ombe","mbaragane","maswa.dc","simiyu","mango","mloe","Okaoni","Moshi DC","kilimanjaro","mango-mloe",0.238888888888889,0.52020202020202,NA
"409","mango","mango","bariadi.tc","simiyu","mango","mloe","Okaoni","Moshi DC","kilimanjaro","mango-mloe",0.166666666666667,0.52020202020202,NA
"410","mango","mango","bariadi.tc","simiyu","mango","mloe","Okaoni","Moshi DC","kilimanjaro","mango-mloe",0.166666666666667,0.52020202020202,NA
"411","mapili","mapili","mlele.dc","katavi","mapili","mapili","Chikolopola","Masasi DC","mtwara","mapili-mapili",0.17948717948718,0.444444444444445,NA
"412","mapili","mapili","mlele.dc","katavi","mapili","mapili","Ilela","Mlele DC","katavi","mapili-mapili",0.17948717948718,0,NA
"413","mapili","pwaga","mlele.dc","katavi","mapili","mapili","Chikolopola","Masasi DC","mtwara","mapili-mapili",0.17948717948718,0.444444444444445,NA
"414","mapili","pwaga","mlele.dc","katavi","mapili","mapili","Ilela","Mlele DC","katavi","mapili-mapili",0.17948717948718,0,NA
"415","mapo","mapo","mapo","mapo","maparoni","not set","Maparoni","Kibiti DC","pwani","maparoni-not set",0.25,0.516666666666667,NA
"416","masasi","chanikanguo","masasi.dc","mtwara","masasi","not set","Masasi","Ludewa DC","njombe","masasi-not set",0.19047619047619,1,NA
"417","masasi","masasi","masasi.dc","mtwara","masasi","not set","Masasi","Ludewa DC","njombe","masasi-not set",0.19047619047619,1,NA
"418","masasi","masasi","nanyumbu.dc","mtwara","masasi","not set","Masasi","Ludewa DC","njombe","masasi-not set",0.19047619047619,1,NA
"419","masasi.dar.es.salaam.newala","masasi.dar.es.salaam.newala","masasi.newala","masasi.newala","salasala","salasala","Wazo","Kinondoni MC","dar es salaam","salasala-salasala",0.302650689905592,0.360576923076923,NA
"420","masasi.mjini","chipole","masasi.dc","mtwara","sima","sima","Sima","Sengerema DC","mwanza","sima-sima",0.231481481481482,0.222222222222222,NA
"421","masasi.mjini","napupa","masasi.dc","mtwara","sima","sima","Sima","Sengerema DC","mwanza","sima-sima",0.231481481481482,0.222222222222222,NA
"422","masasi.mtangalanga.chitekete.makonga","mitesa.mbuyuni.newala.mji","newala.masasi","newala.masasi","masanga","masanga","Masanga","Kishapu DC","shinyanga","masanga-masanga",0.285449735449736,0.478632478632479,NA
"423","masasi.mtangalanga.chitekete.makonga","mitesa.mbuyuni.newala.mji","newala.masasi","newala.masasi","masanga","masanga","Gorong'a","Tarime DC","mara","masanga-masanga",0.285449735449736,0.448717948717949,NA
"424","mashete","mashete","nkasi.dc","rukwa","kigoma","shede","Kigoma","Kigoma Ujiji MC","kigoma","kigoma-shede",0.214285714285714,0.422222222222222,NA
"425","mashete","mashetw","nkasi.dc","rukwa","kigoma","shede","Kigoma","Kigoma Ujiji MC","kigoma","kigoma-shede",0.214285714285714,0.422222222222222,NA
"426","masimba","masimba","chemba.dc","dodoma","masimba","masimba","Kibati","Mvomero DC","morogoro","masimba-masimba",0.177777777777778,0.472222222222222,NA
"427","masinda","masinda","chemba.dc","dodoma","tumaini","ndatu","Poli","Meru DC","arusha","tumaini-ndatu",0.227106227106227,0.555555555555556,NA
"428","maswa","maswa","maswa.dc","simiyu","maswa","sola","Binza","Maswa DC","simiyu","maswa-sola",0.166666666666667,0,NA
"429","maswa","maswa","shinyanga.dc","shinyanga","maswa","sola","Binza","Maswa DC","simiyu","maswa-sola",0.166666666666667,0.388888888888889,NA
"430","matawale","matawale","masasi.dc","mtwara","monga","sakale","Mbomole","Muheza DC","tanga","monga-sakale",0.25,0.3,NA
"431","matawale","matawale","masasi.dc","mtwara","monga","sakale","Mbomole","Muheza DC","tanga","monga-sakale",0.25,0.3,NA
"432","matemela","matemela","matemela","matemela","matemela","matemela","Ipwani","Mbarali DC","mbeya","matemela-matemela",0.176470588235294,0.452777777777778,NA
"433","mavimba","mavimba","ulanga.dc","morogoro","miva","miva","Luponde","Njombe TC","njombe","miva-miva",0.214285714285714,0.638888888888889,NA
"434","mavimba","milola","ulanga.dc","morogoro","miva","miva","Luponde","Njombe TC","njombe","miva-miva",0.214285714285714,0.638888888888889,NA
"435","mavimba.itobanilo","milola","ulanga.dc","morogoro","mabibo","azimio","Mabibo","Ubungo MC","dar es salaam","mabibo-azimio",0.259838201014672,0.599358974358974,NA
"436","mavimba.kaliagogo.nyumbani","milola","ulanga.dc","morogoro","mbagala kizuiani","mbagala","Mbagala","Temeke MC","dar es salaam","mbagala kizuiani-mbagala",0.278490028490029,0.599358974358974,NA
"437","mavimba.kanyagatwende","milola","ulanga.dc","morogoro","moniba","kawajense","Kawajense","Mpanda MC","katavi","moniba-kawajense",0.267857142857143,1,NA
"438","mavimba.kanyagatwende","milola","ulanga.dc","morogoro","moniba","kawajense","Kawajense","Mpanda MC","katavi","moniba-kawajense",0.267857142857143,1,NA
"439","mavimba.kijijini","milola","ulanga.dc","morogoro","marise","midizini","Manzese","Ubungo MC","dar es salaam","marise-midizini",0.279166666666667,0.599358974358974,NA
"440","mavimba.kijijini","milola","ulanga.dc","morogoro","marise","midizini","Manzese","Ubungo MC","dar es salaam","marise-midizini",0.279166666666667,0.599358974358974,NA
"441","mawale","parakuyo","kilosa.dc","morogoro","makwale","makwale","Makwale","Kyela DC","mbeya","makwale-makwale",0.2,0.558333333333333,NA
"442","mayale","mayale","wanging.ombe.dc","njombe","makale","kayui","Mgandu","Itigi DC","singida","makale-kayui",0.25,0.563492063492063,NA
"443","mayamaya","mayamaya","bahi.dc","dodoma","mbaya","mbaya","Mbaya","Liwale DC","lindi","mbaya-mbaya",0.0909090909090908,0.544444444444445,NA
"444","mayamaya","mayamaya","bahi.dc","dodoma","mwaya","mwaya","Mwaya","Kilombero DC","morogoro","mwaya-mwaya",0.0909090909090908,0.472222222222222,NA
"445","mayamaya","mayamaya","bahi.dc","dodoma","malya","malya","Malya","Kwimba DC","mwanza","malya-malya",0.0909090909090908,0.555555555555556,NA
"446","mayamaya","mayamaya","bahi.dc","dodoma","mwaya","mwaya","Mwaya","Ulanga DC","morogoro","mwaya-mwaya",0.0909090909090908,0.472222222222222,NA
"447","mayamaya","mayamaya","bahi.dc","dodoma","mwaya","mwaya","Mwaya","Kilombero DC","morogoro","mwaya-mwaya",0.0909090909090908,0.472222222222222,NA
"448","maziwa","maziwa","bahi.dc","dodoma","maziwa","maziwa","Makorongo","Chemba DC","dodoma","maziwa-maziwa",0.17948717948718,0,NA
"449","maziwa","maziwa","chemba.dc","dodoma","maziwa","maziwa","Makorongo","Chemba DC","dodoma","maziwa-maziwa",0.17948717948718,0,NA
"450","mbagalambuyuni","kata.mkonona","nanyumbu.dc","mtwara","azania","mbuyuni","Kigogo","Kinondoni MC","dar es salaam","azania-mbuyuni",0.19047619047619,0.423076923076923,NA
"451","mbagalambuyuni","kata.mkonona","nanyumbu.dc","mtwara","azania","mbuyuni","Kigogo","Kinondoni MC","dar es salaam","azania-mbuyuni",0.19047619047619,0.423076923076923,NA
"452","mbalagani","mbalagani","maswa.dc","simiyu","mbalagane","mbalagane","Lubiga","Meatu DC","simiyu","mbalagane-mbalagane",0.230019493177388,0,NA
"453","mbangala","lupaso","masasi.dc","mtwara","mbangala","mbangala","Mbangala","Songwe DC","songwe","mbangala-mbangala",0.176470588235294,0.555555555555556,NA
"454","mbao","mbao","momba.dc","songwe","mbaya","sokoni","Vwawa","Mbozi DC","songwe","mbaya-sokoni",0.222222222222222,0,NA
"455","mbao","mbao","momba.dc","songwe","mbaya","sokoni","Vwawa","Mbozi DC","songwe","mbaya-sokoni",0.222222222222222,0,NA
"456","mbao","mkomba","momba.dc","songwe","mbaya","sokoni","Vwawa","Mbozi DC","songwe","mbaya-sokoni",0.222222222222222,0,NA
"457","mbao","mkomba","momba.dc","songwe","mbaya","sokoni","Vwawa","Mbozi DC","songwe","mbaya-sokoni",0.222222222222222,0,NA
"458","mbao","ntungwa","momba.dc","songwe","mbaya","sokoni","Vwawa","Mbozi DC","songwe","mbaya-sokoni",0.222222222222222,0,NA
"459","mbao","ntungwa","momba.dc","songwe","mbaya","sokoni","Vwawa","Mbozi DC","songwe","mbaya-sokoni",0.222222222222222,0,NA
"460","mbaragane","mbaragane","maswa.dc","simiyu","mara","mgeninani","Kijichi","Temeke MC","dar es salaam","mara-mgeninani",0.221560846560847,0.585470085470085,NA
"461","mbeha","mbeha","mvomero.dc","morogoro","mbecha","mbecha","Nanganga","Ruangwa DC","lindi","mbecha-mbecha",0.205128205128205,1,NA
"462","mbeya","mbeya","mbeya.dc","mbeya","mbeya","makanisani","Forest","Mbeya CC","mbeya","mbeya-makanisani",0.229166666666667,0,NA
"463","mbeya","mbeya","mbeya.dc","mbeya","mbeya","makanisani","Forest","Mbeya CC","mbeya","mbeya-makanisani",0.229166666666667,0,NA
"464","mbeya","mbeya","mwanjelwa","mwanjelwa","mbeya","makanisani","Forest","Mbeya CC","mbeya","mbeya-makanisani",0.229166666666667,0.466666666666667,NA
"465","mbeya","mbeya","mwanjelwa","mwanjelwa","mbeya","makanisani","Forest","Mbeya CC","mbeya","mbeya-makanisani",0.229166666666667,0.466666666666667,NA
"466","mbeya.iringa.na.newala","mbeya.iringa.na.newala","mbeya.iringa.na.newala","mbeya.iringa.na.newala","nyamagana","ziwa","Butimba","Nyamagana MC","mwanza","nyamagana-ziwa",0.298701298701299,0.383838383838384,NA
"467","mbeya.mjini","mbeya.mjini","mbeya.dc","mbeya","mbeya","makanisani","Forest","Mbeya CC","mbeya","mbeya-makanisani",0.243476430976431,0,NA
"468","mbeya.mjini","mbeya.mjini","mbeya.dc","mbeya","mbeya","makanisani","Forest","Mbeya CC","mbeya","mbeya-makanisani",0.243476430976431,0,NA
"469","mbugani","banemhi","bariadi.dc","simiyu","mbugani","mbugani","Mbugani","Chunya DC","mbeya","mbugani-mbugani",0.177777777777778,0.422222222222222,NA
"470","mbugani","banemhi","bariadi.dc","simiyu","mbugani","mbugani","Kitandililo","Makambako TC","njombe","mbugani-mbugani",0.177777777777778,0.555555555555556,NA
"471","mbuyu.kwa.mbuyu","mbuyu.kwa.mbuyu","nanyumbu.dc","mtwara","mbuyuni","mbuyuni","Makuyuni","Monduli DC","arusha","mbuyuni-mbuyuni",0.222222222222222,0.555555555555556,NA
"472","mbuyu.kwa.mbuyu","mbuyu.kwa.mbuyu","nanyumbu.dc","mtwara","mbuyuni","mbuyuni","Mapogoro","Mbarali DC","mbeya","mbuyuni-mbuyuni",0.222222222222222,0.422222222222222,NA
"473","mbuyu.kwa.mbuyu","mbuyu.kwa.mbuyu","nanyumbu.dc","mtwara","mbuyuni","mbuyuni","Mbuyuni","Masasi DC","mtwara","mbuyuni-mbuyuni",0.222222222222222,0,NA
"474","mbuyu.kwa.mbuyu","mbuyu.kwa.mbuyu","nanyumbu.dc","mtwara","mbuyuni","mbuyuni","Oljoro","Arusha DC","arusha","mbuyuni-mbuyuni",0.222222222222222,0.555555555555556,NA
"475","mbuyu.kwa.mbuyu","mbuyu.kwa.mbuyu","nanyumbu.dc","mtwara","mbuyuni","mbuyuni","Mbuyuni","Songwe DC","songwe","mbuyuni-mbuyuni",0.222222222222222,0.555555555555556,NA
"476","mchauru","makong.onda","masasi.dc","mtwara","chanzuru","chanzulu","Chanzulu","Kilosa DC","morogoro","chanzuru-chanzulu",0.263305322128851,0.472222222222222,NA
"477","mdenga.nandagala.mmbulu","nangoo.nandagala","nangoo.lindi","nangoo.lindi","madale","madala","Wazo","Kinondoni MC","dar es salaam","madale-madala",0.296172426607209,0.55982905982906,NA
"478","meatu.simiyu","meatu","meatu.dc","simiyu","matuli","matuli","Matuli","Morogoro DC","morogoro","matuli-matuli",0.280982905982906,0.569444444444445,NA
"479","meatu.simiyu","meatu","meatu.dc","simiyu","matuli","matuli","Bwilingu","Chalinze DC","pwani","matuli-matuli",0.280982905982906,0.544444444444445,NA
"480","megelo","megelo","kilindi.dc","tanga","mungere","losirwa","Esilalei","Monduli DC","arusha","mungere-losirwa",0.255555555555556,0.422222222222222,NA
"481","megelo","migelo","megelo","megelo","mungere","losirwa","Esilalei","Monduli DC","arusha","mungere-losirwa",0.255555555555556,1,NA
"482","meta","meta","newala.dc","mtwara","mpeta","mpeta","Chiungutwa","Masasi DC","mtwara","mpeta-mpeta",0.212121212121212,0,NA
"483","meta","meta","newala.dc","mtwara","mseta","mseta","Chamkoroma","Kongwa DC","dodoma","mseta-mseta",0.212121212121212,0.555555555555556,NA
"484","meta","newala","newala.dc","mtwara","mpeta","mpeta","Chiungutwa","Masasi DC","mtwara","mpeta-mpeta",0.212121212121212,0,NA
"485","meta","newala","newala.dc","mtwara","mseta","mseta","Chamkoroma","Kongwa DC","dodoma","mseta-mseta",0.212121212121212,0.555555555555556,NA
"486","mgongoni","sibwesa","tanganyika","tanganyika","maya","ugogoni","Nambambo","Nachingwea DC","lindi","maya-ugogoni",0.180555555555556,0.466666666666667,NA
"487","mgongoni","sibwesa","tanganyika","tanganyika","maya","ugogoni","Nambambo","Nachingwea DC","lindi","maya-ugogoni",0.180555555555556,0.466666666666667,NA
"488","migato.laini.tundaburigi","tindaburigi","itilima.na.meatu","itilima.na.meatu","miganga","kinandili","Miganga","Mkalama DC","singida","miganga-kinandili",0.295311714429362,0.517857142857143,NA
"489","mihale","mihale","bunda.dc","mara","mihale","mlimani","Mcharo","Bunda TC","mara","mihale-mlimani",0.19047619047619,0,NA
"490","mikang.ombe","katuma","tanganyika","tanganyika","mango","mloe","Okaoni","Moshi DC","kilimanjaro","mango-mloe",0.221212121212121,0.578787878787879,NA
"491","mikang.ombe","katuma","tanganyika","tanganyika","mango","mloe","Okaoni","Moshi DC","kilimanjaro","mango-mloe",0.221212121212121,0.578787878787879,NA
"492","mikochi","namwawala","mlimba","mlimba","mikocheni","not set","Endamaghang","Karatu DC","arusha","mikocheni-not set",0.196078431372549,0.555555555555556,NA
"493","mikochi.nyumbani","namwawala","mlimba","mlimba","mikunya","mikunya","Liwale B","Liwale DC","lindi","mikunya-mikunya",0.286111111111111,0.422222222222222,NA
"494","mikochini","namawala","mlimba","mlimba","tpm","mikoroshini","Msasani","Kinondoni MC","dar es salaam","tpm-mikoroshini",0.192592592592593,0.585470085470085,NA
"495","mikochini","namawala","mlimba","mlimba","tpm","mikoroshini","Msasani","Kinondoni MC","dar es salaam","tpm-mikoroshini",0.192592592592593,0.585470085470085,NA
"496","mikumbi","mikumbi","newala.dc","mtwara","mikumbi","not set","Chilangala","Newala DC","mtwara","mikumbi-not set",0.177777777777778,0,NA
"497","milala","milala","tanganyika","tanganyika","milala","misunkumilo","Misunkumilo","Mpanda MC","katavi","milala-misunkumilo",0.222222222222222,0.394444444444444,NA
"498","milimate","milimate","nsimbo.dc","katavi","mtili","mtili","Ifwagi","Mufindi DC","iringa","mtili-mtili",0.234848484848485,0.555555555555556,NA
"499","milinda","mpembe","tanganyika","tanganyika","malindi","maringo","Malindi","Lushoto DC","tanga","malindi-maringo",0.225396825396825,0.166666666666667,NA
"500","milola","milola","ulanga.dc","morogoro","milola","milola","Milola","Ulanga DC","morogoro","milola-milola",0.17948717948718,0,NA
"501","milunda","milunda","masasi.dc","mtwara","milundikwa","milundikwa","Nkandasi","Nkasi DC","rukwa","milundikwa-milundikwa",0.222222222222222,0.422222222222222,NA
"502","milundelunde","mumbaka","masasi.dc","mtwara","ilunde","ilunde","Ilunde","Mlele DC","katavi","ilunde-ilunde",0.0790598290598291,0.444444444444445,NA
"503","minazini","minazini","malinyi.dc","morogoro","fm","minazini","Makumbusho","Kinondoni MC","dar es salaam","fm-minazini",0.0909090909090908,0.599358974358974,NA
"504","minazini","minazini","malinyi.dc","morogoro","fm","minazini","Makumbusho","Kinondoni MC","dar es salaam","fm-minazini",0.0909090909090908,0.599358974358974,NA
"505","minyagala","mnyagala","tanganyika","tanganyika","minyala","minyala","Vumari","Same DC","kilimanjaro","minyala-minyala",0.234259259259259,0.578787878787879,NA
"506","minyagala","sibwesa","tanganyika","tanganyika","minyala","minyala","Vumari","Same DC","kilimanjaro","minyala-minyala",0.234259259259259,0.578787878787879,NA
"507","minyula","kate","namanyere","namanyere","myula","myula","Kate","Nkasi DC","rukwa","myula-myula",0.277056277056277,0.562962962962963,NA
"508","minyula","kate","namanyere","namanyere","iyula","iyula","Iyula","Mbozi DC","songwe","iyula-iyula",0.277056277056277,0.481481481481482,NA
"509","miomboni","mofu","mlimba","mlimba","mboni","mboni","Mamba Kaskazini","Moshi DC","kilimanjaro","mboni-mboni",0.195075757575758,0.406565656565657,NA
"510","miomboni","mofu","mlimba","mlimba","mboni","mboni","Mamba Kaskazini","Moshi DC","kilimanjaro","mboni-mboni",0.195075757575758,0.406565656565657,NA
"511","miomboni.nyumbani","mofu","mlimba","mlimba","mayomboni","mayomboni","Mayomboni","Mkinga DC","tanga","mayomboni-mayomboni",0.247797094546321,0.544444444444445,NA
"512","mirinda","kapalamsenga","tanganyika","tanganyika","mikindani","boma","Magengeni","Mtwara MC","mtwara","mikindani-boma",0.238095238095238,0.4,NA
"513","misufini.uhuru.park","misufini","morogoro.mc","morogoro","isunura","isunura","Igava","Mbarali DC","mbeya","isunura-isunura",0.335300372142477,0.558333333333333,NA
"514","mitesa","mitesa","masasi.dc","mtwara","mitesa","mitesa","Namalenga","Masasi DC","mtwara","mitesa-mitesa",0.17948717948718,0,NA
"515","mitobo","burabujiga","bariadi.tc","simiyu","mitobo","mitobo","Budalabujiga","Itilima DC","simiyu","mitobo-mitobo",0.17948717948718,0,NA
"516","mitumbati","mitumbati","mitumbati","mitumbati","mcdit","baruti","Kimara","Ubungo MC","dar es salaam","mcdit-baruti",0.212962962962963,0.603988603988604,NA
"517","mitumbati","mkonona","mkonona","mkonona","mcdit","baruti","Kimara","Ubungo MC","dar es salaam","mcdit-baruti",0.212962962962963,0.593406593406593,NA
