"fid (see mrktc_generalinfo)","Unique Row ID (see mrktc_generalinfo)","Unique Row ID","1. What are the activities that you are doing in this market today?","If other, specify","Type of place (see mrktc_lkpsell_placetype)","If other specify","Name of place","Ward","District","3. What is your main reason for selling these sheep and/ or goats?","If other, specify","4. How were sheep/ goats transported to the market? (see mrktc_lkpsell_trans)","If other, specify","5. Do you also sell other animal species apart from sheep and goats?","If yes, out of all the species that you sell, which species do you sell the most?","If other, specify","Will you transport the sheep/ goats you are buying today?","Type of place (see mrktc_lkpplacetype)","If other, specify","Name of place","Ward","District","7. What is your main reason for buying these small ruminants?","If other, specify","8. How will you transport these small ruminants that you are buying (see mrktc_lkpsell_trans)","If other, specify","9. What criteria do you use to decide which small ruminants to buy?","If other, specify","10. What other species of animals do you buy apart from sheep and goats?","If other, specify","11. If the prices of sheep and goats increase for some reason e.g. a shortage of animals due to disease, will you still buy them?","If no, which other species will you consider instead?","If other, specify","If yes, how much of an increase in the current price of sheep and goat (unit price of live animal) will cause you to change your purchasing behaviour to another animal species","12. How many times in a month do you buy or sell sheep and /or goats in this market?","Unique Row Identifier (UUID)"
"1157739","1","1","4","","","","","","","","","","","","","","1","1","","Nagulo-Bahi","Bahi","Bahi","5","","1","","3 2 1","","1","","0","1","","","","405432ae-e380-11ec-9416-9440c9ab47f0"
"1157740","1","1","3","","1","","Mkakatika","Mpamatwa","Bahi","1","","1","","0","","","1","1","","Mkakatika","Mpamatwa","Bahi","5 6 1","","1","","2 3","","-66","Hakuna","1","","","","2","4532f59e-e380-11ec-9416-9440c9ab47f0"
"1157781","1","1","1 4","","1","","Mbuyu kwa mbuyu","Mbuyu kwa mbuyu","Nanyumbu","5 3 6","","2","","0","","","1","1","","Milunda","Milunda","Masasi","2 3 4 5 6","","3","","2 1 3","","-66","Hanunui wanyama wengine","1","","","25000","1","52cb6ea8-e380-11ec-9416-9440c9ab47f0"
"1157782","1","1","1","","1","","Maparawe","Mchauru","Masasi","2 3 4 5","","2","","1","4","","","","","","","","","","","","","","","","","","","","","48ff3ef6-e380-11ec-9416-9440c9ab47f0"
"1157783","1","1","4","","","","","","","","","","","","","","1","1","","Nairombo","Nanjota","Masasi","2 4 6 5","","2","","2 1 4 3","","4","","1","","","20000","1","47115615-e380-11ec-9416-9440c9ab47f0"
"1157784","1","1","1","","2","","Chanikanguo","Chanikanguo","Masasi","2 3 4","","2","","0","","","","","","","","","","","","","","","","","","","","","","46379b51-e380-11ec-9416-9440c9ab47f0"
"1157785","1","1","1","","1","","Lusonje","Mkururu","Masasi","2 5 6","","2","","1","4","","","","","","","","","","","","","","","","","","","","","3b9b0826-e380-11ec-9416-9440c9ab47f0"
"1157786","1","1","1 4","","1","","Misichele","Chiungutwa","Masasi","2 6 5","","-66","Pikipiki","0","","","1","1","","Nambunda","Mijelejele","Masasi","2 5 4 6","","-66","Pikipiki","1 2 3 4 5","","4","","1","","","30000","1","407e10f3-e380-11ec-9416-9440c9ab47f0"
"1157787","1","1","1 4","","1","","Nairombo","Nairombo","Masasi","6 2","","-66","Pikipiki","0","","","1","1","","Milunda","Nanjota","Masasi","2 6","","-66","Pikipiki","1 2 3 6","","-66","Hanunui wanyama wengine","1","","","30000","1","460aba30-e380-11ec-9416-9440c9ab47f0"
"1157788","1","1","1","","1","","Tuliza moyo","Milola","Ulanga","2","","1","","0","","","","","","","","","","","","","","","","","","","","","","4791a1c5-e380-11ec-9416-9440c9ab47f0"
"1157789","1","1","2","","3","","Mbuyuni","Minepa","Ulanga","1 -66","Ananunua kwa wafugaji mnadani na kuuza kwa wafanyabiashara wengine","-66","Anawauza hapo mnadani wakibaki anapeleka mnada mwingine","0","","","1","1","","Kivukoni","Minepa","Ulanga","1","","1","","2 1 3","","","","0","","","","3","46a1619f-e380-11ec-9416-9440c9ab47f0"
"1157790","1","1","4","","","","","","","","","","","","","","0","","","","","","6 8 -66","Kwa ajili ya kuuza nyama choma","-66","Hasafirishwi, anachinjwa hapo mnadani kwa ajili ya nyama choma","1 2 3 4","","","","0","","","","3","58d2f50c-e380-11ec-9416-9440c9ab47f0"
"1157791","1","1","4","","","","","","","","","","","","","","1","1","","Igota","Lupiro","Ulanga","5 2","","1","","1 2 3","","","","0","","","","1","5ad36f90-e380-11ec-9416-9440c9ab47f0"
"1157792","1","1","1","","1","","Nakafuru","Lupiro","Ulanga","3","","1","","0","","","","","","","","","","","","","","","","","","","","","","4c8f4bb6-e380-11ec-9416-9440c9ab47f0"
"1157793","1","1","1","","1","","Mavimba","Minepa","Ulanga","2 3","","1","","0","","","","","","","","","","","","","","","","","","","","","","5092503d-e380-11ec-9416-9440c9ab47f0"
"1157794","1","1","4","","","","","","","","","","","","","","1","1","","Posta","Ifakara","Ifakara","6","","1","","1 2 3","","","","0","","","","3","46dcfb00-e380-11ec-9416-9440c9ab47f0"
"1157795","1","1","4","","","","","","","","","","","","","","0","","","","","","8","","-66","Hasafirishi, atachinja hapo mnadani kwa ajili ya kuuza supu na chakula (mama lishe)","1 3 2 4","","","","0","","","","3","5aad605d-e380-11ec-9416-9440c9ab47f0"
"1157796","1","1","4","","","","","","","","","","","","","","1","1","","Etoo","Minepa","Ulanga","5 2","","1","","3 1 2 4 5","","","","","","","","","408f0bbf-e380-11ec-9416-9440c9ab47f0"
"1157797","1","1","4","","","","","","","","","","","","","","1","1","","Lupiro","Lupiro","Ulanga","6","","-66","Bajaji","3 1 2 4","","","","0","","","","3","4381f7f3-e380-11ec-9416-9440c9ab47f0"
"1157798","1","1","1","","1","","Itobanilo","Minepa","Ulanga","2","","1","","0","","","","","","","","","","","","","","","","","","","","","","46616469-e380-11ec-9416-9440c9ab47f0"
"1157799","1","1","4","","","","","","","","","","","","","","1","1","","Idunda","Kichangani","Ulanga","5 2","","1","","1 3 2 5","","","","0","","","","1","35bed62c-e380-11ec-9416-9440c9ab47f0"
"1157800","1","1","1","","1","","Mbuyuni","Minepa","Ulanga","2","","1","","0","","","","","","","","","","","","","","","","","","","","","","42480cb3-e380-11ec-9416-9440c9ab47f0"
"1157801","1","1","1","","1","","Mbuyuni","Minepa","Ulanga","2","","1","","0","","","","","","","","","","","","","","","","","","","","","","3ed7f52c-e380-11ec-9416-9440c9ab47f0"
"1157885","1","1","3","","1","","Masanyenta","Mpapa","Momba","1","","1","","0","","","0","","","","","","1","","-66","Amewatoa kijijini kuja kuuza hapa mnadani","1 2 3","","","","","","","","","16343f0d-eb5c-11ec-9416-9440c9ab47f0"
"1157886","1","1","4","","","","","","","","","","","","","","1","1","","Chilulumo","Chilulumo","Momba","2 5","","1","","1 2 3","","-66","Hakuna mifugo mingine","0","-66","Hakuna","","1","f2302a42-eb5b-11ec-9416-9440c9ab47f0"
"1157887","1","1","1","","1","","Sante","Mkomba","Momba","6 2","","1","","1","","","","","","","","","","","","","","","","","","","","","","003fdf16-eb5c-11ec-9416-9440c9ab47f0"
"1157888","1","1","3","","3","","Mbao","Mkomba","Momba","1","","-66","Anawanunua hapa hapa mnadani","1","1","","1","2","","Dar es salaam","","","1","","2","","1 3 2 -66","Ananunua mbuzi wakubwa wanaotosha kuchinja","-66","Ananunua mbuzi na kondoo tu","1","","","150000","1","0adc0695-eb5c-11ec-9416-9440c9ab47f0"
"1157889","1","1","1","","1","","Sante","Mkomba","Momba","2 3 4","","1","","1","1","","","","","","","","","","","","","","","","","","","","","e9e68b74-eb5b-11ec-9416-9440c9ab47f0"
"1157890","1","1","1","","1","","Chilulumo","Chilulumo","Momba","-66","Anahamia Lindi hivyo anauza kondoo na mbuzi wote","1","","0","","","","","","","","","","","","","","","","","","","","","","04b5cb3c-eb5c-11ec-9416-9440c9ab47f0"
"1157891","1","1","4","","","","","","","","","","","","","","1","1","","Chilulumo","Mkomba","Momba","2 5","","1","","1 2 3 4","","4","","0","4","","","1","04a20870-eb5c-11ec-9416-9440c9ab47f0"
"1157892","1","1","1","","1","","Ivuna","Ivuna","Momba","2 3","","1","","0","","","","","","","","","","","","","","","","","","","","","","17d2e4f5-eb5c-11ec-9416-9440c9ab47f0"
"1157893","1","1","1","","","","Mweniemba","Mkuru","Momba","2","","1","","1","1","","","","","","","","","","","","","","","","","","","","","0a94b8e7-eb5c-11ec-9416-9440c9ab47f0"
"1157894","1","1","3","","1","","Mpapa","Mpapa","Momba","1","","1","","0","","","1","1","","Chilulumo","Chilulumo","Momba","1","","1","","1 2 3","","","","1","","","150000","1","f0e91b6f-eb5b-11ec-9416-9440c9ab47f0"
"1157895","1","1","2","","1","","Ntungwa","Mkomba","Momba","1 2","","1","","0","","","0","","","","","","1","","","","1 2 3","","","","1","","","100000","1","efeb8629-eb5b-11ec-9416-9440c9ab47f0"
"1157896","1","1","1","","1","","Chilulumo","Chilulumo","Momba","2","","1","","0","","","","","","","","","","","","","","","","","","","","","","14d2e510-eb5c-11ec-9416-9440c9ab47f0"
"1157897","1","1","2","","3","","Mbao","Ntungwa","Momba","-66","Kuongeza kipato","-66","Amewauza hapa kwa wachuuzi wanaosafirisha","0","","","0","","","","","","-66","Kuongeza kipato","-66","Ameshawauza hapa kwa wachuuzi wanaosafirisha","1 2 3","","-66","Hanunui wanyama wengine","1","","","150000","1","13462518-eb5c-11ec-9416-9440c9ab47f0"
"1157898","1","1","1","","1","","Mkulwe","Mkulwe","Momba","2 5","","-66","Kwa pikipiki","0","","","","","","","","","","","","","","","","","","","","","","f449c4e0-eb5b-11ec-9416-9440c9ab47f0"
"1157899","1","1","4","","","","","","","","","","","","","","1","1","","Mpapa","Mpapa","Momba","2 5","","1","","1 2 3 4","","-66","Hanunui wanyama wengine","0","-66","Atasubiri hadi bei iwe nzuri","","1","0a7c167e-eb5c-11ec-9416-9440c9ab47f0"
"1157900","1","1","1","","1","","Ivuna","Ivuna","Momba","2","","1","","1","1","","","","","","","","","","","","","","","","","","","","","02bba8f2-eb5c-11ec-9416-9440c9ab47f0"
"1157901","1","1","1","","1","","Chilulumo","Chilulumo","Momba","6 2","","1","","0","","","","","","","","","","","","","","","","","","","","","","00a0f7e6-eb5c-11ec-9416-9440c9ab47f0"
"1157902","1","1","4","","","","","","","","","","","","","","1","1","","Ilengo","Mkomba","Momba","2 5","","1","","1 2 3 4 5","","4 3","","0","4 3","","","1","fd913c54-eb5b-11ec-9416-9440c9ab47f0"
"1157903","1","1","1","","1","","Chilulumo","Chilulumo","Momba","2 4","","1","","0","","","","","","","","","","","","","","","","","","","","","","148ecd86-eb5c-11ec-9416-9440c9ab47f0"
"1157904","1","1","3","","3","","Mbao","Mkomba","Momba","1","","-66","Amewanunua mnadani hapahapa","0","","","1","-66","Anasafirisha kwenda mkoa wa  Pwani na Dar es salaam","Pwani, Dar es salaam","","","1","","2","","1 3 2 4","","-66","Hanunui wanyama wengine","1","","","200000","1","ec8213fb-eb5b-11ec-9416-9440c9ab47f0"
"1157905","1","1","3","","","","Mbao","Ntungwa","Momba","1","","-66","Kawanunua hapahapa mnadani","0","","","1","2","","Songea","","Songea manispaa","1","","2","","1 2 3","","-66","Hanunui wengine","1","","","180000","1","00729c52-eb5c-11ec-9416-9440c9ab47f0"
"1157906","1","1","2","","1","","Chilulumo","Chilulumo","Momba","1","","1","","0","","","0","","","","","","1","","","","1 2 3","","","","1","","","95000","1","09a95991-eb5c-11ec-9416-9440c9ab47f0"
"1157907","1","1","3","","3","","Mbao","Mkomba","Momba","1","","1","","0","","","1","2","","Dar es salaam","Pugu","","1","","2","","1 2 3","","1","","1","","","250000","1","f6c0cce1-eb5b-11ec-9416-9440c9ab47f0"
"1157908","1","1","3","","1","","Kimande","Itunundu","Iringa vijijini","1","","1","","1","1","","1","1","","Ndiuka","Ruaha","Iringa mjini","1","","2","","1 3 2","","1","","0","1","","","2","04c18626-eb5c-11ec-9416-9440c9ab47f0"
"1157909","1","1","1","","1","","Izazi","Izazi","Iringa vijijini","2","","-66","Pikipiki","1","1","","","","","","","","","","","","","","","","","","","","","fc4a1160-eb5b-11ec-9416-9440c9ab47f0"
"1157910","1","1","1","","1","","itunundu","Itunundu","Iringa vijijini","2","","1","","0","","","","","","","","","","","","","","","","","","","","","","0d59d571-eb5c-11ec-9416-9440c9ab47f0"
"1157911","1","1","4","","","","","","","","","","","","","","1","1","","Itunundu","Itunundu","Iringa vijijini","2 5","","1","","1 2 3 4","","4","","0","4","","","1","f04e77f5-eb5b-11ec-9416-9440c9ab47f0"
"1157912","1","1","3","","1","","Luganga","Ilolo mpya","Iringa vijijini","1 4","","2","","0","","","1","3","","Pugu","","","1","","2","","1 2 3","","","","1","","","250000","2","085e3a9e-eb5c-11ec-9416-9440c9ab47f0"
"1157913","1","1","1","","1","","Kimande","Itunundu","Iringa vijijini","2","","1","","0","","","","","","","","","","","","","","","","","","","","","","f0641f30-eb5b-11ec-9416-9440c9ab47f0"
"1157914","1","1","1","","1","","Ilolo mpya","Ilolo mpya","Iringa vijijini","2 3","","1","","0","","","","","","","","","","","","","","","","","","","","","","168ef13f-eb5c-11ec-9416-9440c9ab47f0"
"1157915","1","1","3","","1","","Itunundu","Itunundu","Iringa vijijini","1 2","","1","","0","","","1","3","","Izazi","Izazi","Iringa vijijini","1","","1","","1 2 3","","","","0","4 3","","","2","f7e0b610-eb5b-11ec-9416-9440c9ab47f0"
"1157916","1","1","2","","3","","Kimande","Itunundu","Iringa vijijini","1","","1","","0","","","0","","","","","","1","","","","1 2 3","","","","0","4","","","2","fe45fab5-eb5b-11ec-9416-9440c9ab47f0"
"1157917","1","1","1","","1","","Itunundu","Itunundu","Iringa vijijini","2","","1","","1","4","","","","","","","","","","","","","","","","","","","","","fc5d8a8f-eb5b-11ec-9416-9440c9ab47f0"
"1157918","1","1","1","","1","","Ilolo mpya","Ilolo mpya","Iringa vijijini","4 2","","-66","Pikipiki","0","","","","","","","","","","","","","","","","","","","","","","f1f04762-eb5b-11ec-9416-9440c9ab47f0"
"1157919","1","1","3","","3","","Ihowanza","Ihowanza","Mufindi","1","","2","","0","","","1","2","","Songea","","Songea","1","","2","","3","","","","0","4 1","","","2","ea831df8-eb5b-11ec-9416-9440c9ab47f0"
"1157920","1","1","2","","3","","Kimande","Itunundu","Iringa vijijini","1","","1","","0","","","0","","","","","","1","","","","1 2 3","","","","1","","","120000","2","0086b9a3-eb5c-11ec-9416-9440c9ab47f0"
"1157921","1","1","1","","1","","Izazi","Izazi","Iringa","2","","1","","0","","","","","","","","","","","","","","","","","","","","","","f55a40b1-eb5b-11ec-9416-9440c9ab47f0"
"1157922","1","1","2","","3","","Kimande","Itunundu","Iringa","1","","-66","Amewaninua kwa wafugaji walioleta hapa mnadani.","1","1","","0","","","","","","1","","-66","Anawauza hapa hapa mnadani.","1 2 3","","1","","1","","","150000","2","fd8b08da-eb5b-11ec-9416-9440c9ab47f0"
"1157923","1","1","1","","1","","Itunundu","Itunundu","Iringa","-66","Kwa sababu ya kupata pesa ya kununua mahitaji ya kifamilia.","1","","0","","","","","","","","","","","","","","","","","","","","","","f4efab34-eb5b-11ec-9416-9440c9ab47f0"
"1157924","1","1","1","","1","","Isimani","Kihorogota","Iringa","6 2","","1","","0","","","","","","","","","","","","","","","","","","","","","","e90a6ac7-eb5b-11ec-9416-9440c9ab47f0"
"1157925","1","1","4","","","","","","","","","","","","","","1","1","","Luganga","Ilolo mpya","Iringa ","2 5","","1","","1 2 3 4","","-66","Hanunui wanyama aina nyingine.p","0","-66","Atasubiri ishuke.","","1","fe49ae57-eb5b-11ec-9416-9440c9ab47f0"
"1157926","1","1","3","","3","","Kimande","Itunundu","Iringa ","1","","-66","Amewanunua hapa mnadani","0","","","1","2","","Msalato","Msalato","Dodoma","1","","2","","1 2 3","","-66","Ananunua mbuzi na kondoo tu.","1","","","20000","2","0e71fb6d-eb5c-11ec-9416-9440c9ab47f0"
"1157927","1","1","3","","1","","Kimande na Itunundu","Itunundu","Iringa","1","","1","","1","1","","0","","","","","","1","","-66","Nawauza hapa mnadani","1 2 3","","1","","1","","","150000","2","101a07b0-eb5c-11ec-9416-9440c9ab47f0"
"1157928","1","1","2","","3","","Kimande","Itunundu","Iringa ","1","","-66","Amewanunua hapa hapa mnadani kwa wafugaji","0","","","0","","","","","","1","","-66","Anawauza mnadani hapa hapa leo.","1 2 3","","-66","Hanunui wanyama wengine","1","","","100000","2","176e63b9-eb5c-11ec-9416-9440c9ab47f0"
"1157929","1","1","4","","","","","","","","","","","","","","1","1","","Izazi","Izazi","Iringa ","-66 3","Nimenunua ili kupata beberu zuri kwa ajili ya mbegu","-66","Kwa pikipiki","1 3 5 4","","-66","Hanunui wanyama wengine","0","-66","Hatanunua hadi bei ipungue.","","1","e918ea64-eb5b-11ec-9416-9440c9ab47f0"
"1157930","1","1","3","","3","","Kimande","Itunundu","Iringa ","1","","-66","Amewanunua hapa mnadani","0","","","1","2","","Iringa","Kihesa","Iringa manispaa","6","","2","","1 2 3","","1","","1","","","150000","2","ee9e799c-eb5b-11ec-9416-9440c9ab47f0"
"1157931","1","1","3","","3","","Kimande","Itunundu","Iringa ","1","","-66","Amewanunua mnada hapa hapa Kimande","0","","","1","1","","Mtera","","Mpwapwa","1","","2","","1 3 2","","1","","1","","","150000","2","12fdc88a-eb5c-11ec-9416-9440c9ab47f0"
"1157932","1","1","1","","1","","Mlowa","Itunundu","Iringa vijijini","-66","Nataka kutoa mifugo wazee ninunue wadogo wadogo","1","","0","","","","","","","","","","","","","","","","","","","","","","154c975e-eb5c-11ec-9416-9440c9ab47f0"
"1157933","1","1","1","","1","","Mbao","Mbao","Momba","2","","1","","0","","","","","","","","","","","","","","","","","","","","","","e81d16e7-eb5b-11ec-9416-9440c9ab47f0"
"1157934","1","1","3","","1","","Ntungwa","Mkomba","Mkomba","2","","1","","0","","","1","1","","Ntungwa","Mkomba","Momba","6","","1","","1 2 3","","","","0","","","","1","117cdf4a-eb5c-11ec-9416-9440c9ab47f0"
"1157935","1","1","1","","1","","Mwanemba","Mkurwe","Momba","2 5 3","","1","","1","1","","","","","","","","","","","","","","","","","","","","","fbdcbac4-eb5b-11ec-9416-9440c9ab47f0"
"1157936","1","1","4","","","","","","","","","","","","","","1","1","","Tumbula","Ivuna","Momba","5","","1","","1 3","","","","","","","","","f863ba67-eb5b-11ec-9416-9440c9ab47f0"
"1157937","1","1","1","","1","","Ilengo","Mkomba","Momba","4 2","","1","","0","","","","","","","","","","","","","","","","","","","","","","03ff334d-eb5c-11ec-9416-9440c9ab47f0"
"1157938","1","1","3","","1","","Sante","Mkomba","Momba","1","","1","","0","","","1","1","","Ntungwa","Mbao"," Momba ","1","","1","","1 2 3","","","","0","","","","1","0b656cb6-eb5c-11ec-9416-9440c9ab47f0"
"1157939","1","1","1","","1","","Mkomba","Mkomba","Momba","2 3","","1","","0","","","","","","","","","","","","","","","","","","","","","","0bbe187d-eb5c-11ec-9416-9440c9ab47f0"
"1157940","1","1","3","","1","","Mkomba","Mkomba","Momba","2","","1","","0","","","1","1","","Mkomba","Mkomba","Momba","1","","1","","1 2 3","","","","","","","","","0b99b7bc-eb5c-11ec-9416-9440c9ab47f0"
"1157941","1","1","1","","1","","Mkomba","Mkomba","Momba","1","","1","","0","","","","","","","","","","","","","","","","","","","","","","f06c99d2-eb5b-11ec-9416-9440c9ab47f0"
"1157942","1","1","3","","3","","Mbao","Mkomba","Momba","1","","1","","0","","","1","2","","Mbalizi","Mbalizi","Mbeya","1","","2","","1 2 3","","","","0","","","","1","0f360493-eb5c-11ec-9416-9440c9ab47f0"
"1157943","1","1","1","","1","","Isazya","Mkomba","Momba","1","","1","","1","1","","","","","","","","","","","","","","","","","","","","","1549159e-eb5c-11ec-9416-9440c9ab47f0"
"1157944","1","1","3","","2","","Iringa ","Mlandege","Iringa","1","","2","","0","","","1","2","","Iringa","Mlandege","Iringa","6","","2","","3","","4","","0","1 4","","","2","0ccb3aff-eb5c-11ec-9416-9440c9ab47f0"
"1157945","1","1","3","","4","","Iringa","Mlandege","Iringa","1","","2","","0","","","1","2","","Iringa","Ipogoro","Iringa","1","","2","","1 2 3","","4","","0","4","","","2","14aebeb3-eb5c-11ec-9416-9440c9ab47f0"
"1157946","1","1","1","","1","","Mbuyuni","Itunundu","Iringa","2 4","","1","","0","","","","","","","","","","","","","","","","","","","","","","0034a549-eb5c-11ec-9416-9440c9ab47f0"
"1157947","1","1","1","","1","","Ukwega","Ilolompya","Iringa","2","","1","","0","","","","","","","","","","","","","","","","","","","","","","f0d2e1ba-eb5b-11ec-9416-9440c9ab47f0"
"1157948","1","1","2","","1","","Mafuluto","Mlowa","Iringa","1","","1","","0","","","1","1","","Mafuluto","Mafuluto","Iringa","1","","2","","3 1 2","","","","0","","","","2","f6a1f50f-eb5b-11ec-9416-9440c9ab47f0"
"1157949","1","1","1","","1","","Chamdindi","Nyang`oro","Iringa","2","","1","","1","1","","","","","","","","","","","","","","","","","","","","","e8c124c3-eb5b-11ec-9416-9440c9ab47f0"
"1157950","1","1","1","","1","","Mbuyuni","Itunundu ","Iringa ","1","","1","","1","1","","","","","","","","","","","","","","","","","","","","","05bf07aa-eb5c-11ec-9416-9440c9ab47f0"
"1157951","1","1","1","","1","","Mafuluto","Mlowa","Iringa","2","","1","","0","","","","","","","","","","","","","","","","","","","","","","11b4d8b6-eb5c-11ec-9416-9440c9ab47f0"
"1157952","1","1","1","","1","","Ilambilole","Kising`a","Iringa","2 3 5","","1","","1","1","","","","","","","","","","","","","","","","","","","","","05dd4cc0-eb5c-11ec-9416-9440c9ab47f0"
"1157953","1","1","1","","1","","Mkumbwanye","Boliboli","Iringa","4","","1","","0","","","","","","","","","","","","","","","","","","","","","","0822c898-eb5c-11ec-9416-9440c9ab47f0"
